,Index,Name,Bond length
760,93 108,O O,2.561412846002005
761,93 189,O O,2.751840602036944
762,93 190,O Si,1.630565566447974
763,93 195,O O,2.583675801919542
764,94 31,O O,2.6997963405225507
765,94 72,O O,2.81663980040234
766,94 79,O O,2.6432940863222383
767,94 87,O Si,1.6668726068791107
768,94 91,O O,2.475939644562725
769,94 102,O O,2.68864638331915
770,94 196,O Si,1.646313038575786
771,94 197,O O,2.9701035805615117
772,95 88,O Si,1.63626247762701
773,95 97,O O,2.5764220823425767
774,95 98,O O,2.8197339074866528
775,95 100,O Si,1.6360909604223606
776,95 102,O O,2.6905068098650404
777,95 103,O O,2.649601237552596
778,95 107,O O,2.6739261653357858
779,95 188,O O,2.5412716722828184
780,96 40,Si Si,3.1370231406780897
781,96 47,Si O,1.6186316086376362
782,96 77,Si Si,2.9379437749816497
783,96 88,Si Si,3.0006213137157163
784,96 89,Si O,1.6403311224672308
785,96 101,Si O,1.5946995298337647
786,96 103,Si O,1.6161520299654664
787,96 212,Si Si,2.873660241932898
788,97 48,O O,2.5915793590652894
789,97 49,O O,2.6969687995789093
790,97 52,O Si,1.6322815847886047
791,97 84,O O,2.7182567237965127
792,97 95,O O,2.5764220823425767
793,97 98,O O,2.680616218052393
794,97 100,O Si,1.6269157095687314
795,97 188,O O,2.7864829822205213
796,98 82,O O,2.5920413024478917
797,98 95,O O,2.8197339074866528
798,98 97,O O,2.680616218052393
799,98 100,O Si,1.6364735918302602
800,98 183,O O,2.7617439427793964
801,98 188,O O,2.5910256477318714
802,98 192,O O,2.6641330811251813
803,98 215,O Si,1.645380262019113
804,99 54,O O,2.5465156122388235
805,99 57,O O,2.646293348903679
806,99 73,O O,2.6038934813151795
807,99 75,O Si,1.6022452472098065
808,99 86,O Si,1.5923040618247564
809,99 101,O O,2.6960609028993177
810,99 104,O O,2.5744535419692296
811,99 105,O O,2.5302996999081353
812,99 108,O O,2.6736755431202037
813,100 52,Si Si,3.2029113911206104
814,100 88,Si Si,2.99921282432364
815,100 95,Si O,1.6360909604223606
816,100 97,Si O,1.6269157095687314
817,100 98,Si O,1.6364735918302602
818,100 188,Si O,1.6391739730860089
819,100 212,Si Si,3.010868837460709
820,100 215,Si Si,3.097466016012628
821,101 26,O O,2.571710648468427
822,101 47,O O,2.5454834292881707
823,101 73,O O,2.6273326090464657
824,101 76,O O,2.623009537837989
825,101 77,O Si,1.6053650403692683
826,101 89,O O,2.551596292947666
827,101 96,O Si,1.5946995298337647
828,101 99,O O,2.6960609028993177
829,101 103,O O,2.674270387543078
830,102 72,O O,2.594663472826793
831,102 79,O O,2.5640755744961434
832,102 87,O Si,1.6061690311640946
833,102 88,O Si,1.6028746442569706
834,102 91,O O,2.508278060184673
835,102 94,O O,2.68864638331915
836,102 95,O O,2.6905068098650404
837,102 103,O O,2.715153953173926
838,102 107,O O,2.4927439969163405
839,103 47,O O,2.625887577723121
840,103 88,O Si,1.6235058801975821
841,103 89,O O,2.625998186655898
842,103 91,O O,2.8587073866303867
843,103 95,O O,2.649601237552596
844,103 96,O Si,1.6161520299654664
845,103 101,O O,2.674270387543078
846,103 102,O O,2.715153953173926
847,103 107,O O,2.57845410571693
848,104 86,O Si,1.6051571745531577
849,104 90,O Si,1.614743042422612
850,104 93,O O,2.6309549533455603
851,104 99,O O,2.5744535419692296
852,104 105,O O,2.6564445046304033
853,104 106,O O,2.5805271703642982
854,104 107,O O,2.600221977095447
855,104 108,O O,2.6018025969243235
856,105 74,O O,2.7793420951261987
857,105 80,O Si,1.6307035342481844
858,105 86,O Si,1.6107353912081765
859,105 99,O O,2.5302996999081353
860,105 104,O O,2.6564445046304033
861,105 108,O O,2.723453594604872
862,105 186,O O,2.6197572930142012
863,105 199,O O,2.554541118683579
864,105 204,O O,2.976391589205289
865,106 51,O O,2.6598680295629302
866,106 85,O Si,1.6140321351709566
867,106 90,O Si,1.5966998948457407
868,106 92,O O,2.7080885802086105
869,106 93,O O,2.7266091004349082
870,106 104,O O,2.5805271703642982
871,106 107,O O,2.547305231888167
872,106 201,O O,2.4520013347274547
873,107 88,O Si,1.5925456446899584
874,107 90,O Si,1.5870533458954321
875,107 93,O O,2.622252821277376
876,107 95,O O,2.6739261653357858
877,107 102,O O,2.4927439969163405
878,107 103,O O,2.57845410571693
879,107 104,O O,2.600221977095447
880,107 106,O O,2.547305231888167
881,108 86,O Si,1.629266718517483
882,108 93,O O,2.561412846002005
883,108 99,O O,2.6736755431202037
884,108 104,O O,2.6018025969243235
885,108 105,O O,2.723453594604872
886,108 189,O O,2.732167536826546
887,108 190,O Si,1.633493257250732
888,108 195,O O,2.6561265422576295
889,109 110,O Si,1.5729654717571397
890,109 111,O O,2.656844101807776
891,109 112,O Si,1.8235989671672497
892,109 113,O O,2.6411076772700817
893,109 116,O O,2.521748036652135
894,109 118,O O,2.7340856066729406
895,109 120,O O,2.4725018770093916
896,110 27,Si Si,3.1786729386868364
897,110 109,Si O,1.5729654717571397
898,110 111,Si O,1.6485663611522168
899,110 112,Si Si,3.304265335284666
900,110 113,Si O,1.6604748343231899
901,110 117,Si Si,3.1771101024809574
902,110 118,Si O,1.6443111916911088
903,110 121,Si Si,2.9639736479130314
904,111 109,O O,2.656844101807776
905,111 110,O Si,1.6485663611522168
906,111 113,O O,2.737895189495496
907,111 114,O O,2.6412655864248995
908,111 117,O Si,1.6118385124800387
909,111 118,O O,2.6398414316865506
910,111 119,O O,2.7030875778743533
911,111 129,O O,2.6465159391497726
912,112 109,Si O,1.8235989671672497
913,112 110,Si Si,3.304265335284666
914,112 115,Si Si,3.2011269106517615
915,112 116,Si O,1.6783927731167623
916,112 120,Si O,1.6469833329144858
917,112 125,Si Si,3.192637544501073
918,112 158,Si O,1.88438849047927
919,112 174,Si Si,3.159394755885009
920,113 22,O O,2.702667377128006
921,113 109,O O,2.6411076772700817
922,113 110,O Si,1.6604748343231899
923,113 111,O O,2.737895189495496
924,113 118,O O,2.5549214749221987
925,113 121,O Si,1.6138551393017166
926,113 136,O O,2.7018825311453702
927,113 159,O O,2.571929054294245
928,114 111,O O,2.6412655864248995
929,114 115,O Si,1.6286265629443768
930,114 116,O O,2.6241647789619846
931,114 117,O Si,1.616073134336774
932,114 119,O O,2.731751487834335
933,114 129,O O,2.5422036066032594
934,114 131,O O,2.6136553412547157
935,114 160,O O,2.7320649826867203
936,115 112,Si Si,3.2011269106517615
937,115 114,Si O,1.6286265629443768
938,115 116,Si O,1.5894971776026385
939,115 117,Si Si,3.074416011545077
940,115 131,Si O,1.6126816664612427
941,115 160,Si O,1.641548500316426
942,115 163,Si Si,2.967207246377198
943,115 169,Si Si,2.9653277517879397
944,116 109,O O,2.521748036652135
945,116 112,O Si,1.6783927731167623
946,116 114,O O,2.6241647789619846
947,116 115,O Si,1.5894971776026385
948,116 120,O O,2.7605372046293715
949,116 131,O O,2.6095040173429513
950,116 158,O O,2.5528761896425576
951,116 160,O O,2.7054587523379086
952,117 110,Si Si,3.1771101024809574
953,117 111,Si O,1.6118385124800387
954,117 114,Si O,1.616073134336774
955,117 115,Si Si,3.074416011545077
956,117 119,Si O,1.6580538592777003
957,117 127,Si Si,3.243849438960194
958,117 129,Si O,1.6251279476199696
959,117 138,Si Si,3.119813865806164
960,118 15,O O,2.721432625096626
961,118 17,O O,2.654605521490587
962,118 27,O Si,1.5961855720603266
963,118 109,O O,2.7340856066729406
964,118 110,O Si,1.6443111916911088
965,118 111,O O,2.6398414316865506
966,118 113,O O,2.5549214749221987
967,118 132,O O,2.635040869863117
968,119 7,O O,2.6824894334460443
969,119 111,O O,2.7030875778743533
970,119 114,O O,2.731751487834335
971,119 117,O Si,1.6580538592777003
972,119 126,O O,2.7209716998254705
973,119 127,O Si,1.6277105654167185
974,119 129,O O,2.6742810568246824
975,119 130,O O,2.7423538349207277
976,120 109,O O,2.4725018770093916
977,120 112,O Si,1.6469833329144858
978,120 116,O O,2.7605372046293715
979,120 124,O O,2.5661428249842695
980,120 125,O Si,1.5591542645192331
981,120 134,O O,2.7368501349110037
982,120 148,O O,2.5841815717033447
983,120 158,O O,2.5413090010776926
984,121 20,Si Si,3.1521050967636635
985,121 22,Si O,1.624037815328786
986,121 110,Si Si,2.9639736479130314
987,121 113,Si O,1.6138551393017166
988,121 136,Si O,1.6180594665819237
989,121 154,Si Si,3.030738879460222
990,121 159,Si O,1.5751784643662838
991,121 169,Si Si,3.0908289599540315
992,122 123,O Si,1.6295087324269142
993,122 124,O O,2.5712948713851955
994,122 126,O O,2.7410765854733308
995,122 128,O O,2.579485948753523
996,122 133,O Si,1.6222038526260434
997,122 137,O O,2.760477712965419
998,122 162,O O,2.6261944620808815
999,122 183,O O,2.542818203854504
1000,123 122,Si O,1.6295087324269142
1001,123 126,Si O,1.638098523224906
1002,123 127,Si Si,3.2331945623696567
1003,123 133,Si Si,2.9592843866344287
1004,123 162,Si O,1.616673103291936
1005,123 167,Si Si,2.9388947694418635
1006,123 183,Si O,1.6398734169090907
1007,123 215,Si Si,3.134082839090247
1008,124 120,O O,2.5661428249842695
1009,124 122,O O,2.5712948713851955
1010,124 125,O Si,1.6310191360306452
1011,124 128,O O,2.7751994306075036
1012,124 133,O Si,1.5974775903028062
1013,124 134,O O,2.5419820426905018
1014,124 137,O O,2.5666329980096143
1015,124 148,O O,2.769935879682613
1016,125 29,Si Si,2.9666138440545935
1017,125 112,Si Si,3.192637544501073
1018,125 120,Si O,1.5591542645192331
1019,125 124,Si O,1.6310191360306452
1020,125 133,Si Si,3.0041934447039256
1021,125 134,Si O,1.6424806983141234
1022,125 147,Si Si,3.120415079592176
1023,125 148,Si O,1.6228140113473355
1024,126 7,O O,2.6774633553460414
1025,126 119,O O,2.7209716998254705
1026,126 122,O O,2.7410765854733308
1027,126 123,O Si,1.638098523224906
1028,126 127,O Si,1.6541505563532344
1029,126 130,O O,2.7004708654361793
1030,126 162,O O,2.5637455535987734
1031,126 183,O O,2.8526691107151465
1032,127 0,Si Si,2.935773475774809
1033,127 7,Si O,1.6385892430974696
1034,127 53,Si Si,3.048736018946055
1035,127 117,Si Si,3.243849438960194
1036,127 119,Si O,1.6277105654167185
1037,127 123,Si Si,3.2331945623696567
1038,127 126,Si O,1.6541505563532344
1039,127 130,Si O,1.6466811558661798
1040,128 122,O O,2.579485948753523
1041,128 124,O O,2.7751994306075036
1042,128 133,O Si,1.6399082261021134
1043,128 137,O O,2.621000162557999
1044,128 162,O O,2.590713526069786
1045,128 164,O O,2.663629900168727
1046,128 167,O Si,1.6335964707236696
1047,128 178,O O,2.7727556180525124
1048,129 111,O O,2.6465159391497726
1049,129 114,O O,2.5422036066032594
1050,129 117,O Si,1.6251279476199696
1051,129 119,O O,2.6742810568246824
1052,129 135,O O,2.5846606103286165
1053,129 138,O Si,1.5966223841229183
1054,129 141,O O,2.665783792113502
1055,129 145,O O,2.6612921774927107
1056,130 7,O O,2.5437738709177373
1057,130 21,O O,2.5827873690795142
1058,130 53,O Si,1.6374928854970665
1059,130 58,O O,2.6688589489760717
1060,130 84,O O,2.769092469977635
1061,130 119,O O,2.7423538349207277
1062,130 126,O O,2.7004708654361793
1063,130 127,O Si,1.6466811558661798
1064,130 182,O O,2.853390565152206
1065,131 23,O O,2.57554419497447
1066,131 78,O O,2.634089222168879
1067,131 114,O O,2.6136553412547157
1068,131 115,O Si,1.6126816664612427
1069,131 116,O O,2.6095040173429513
1070,131 160,O O,2.556281400425438
1071,131 163,O Si,1.5989431055614893
1072,131 175,O O,2.654261850016329
1073,132 15,O O,2.5660410549329935
1074,132 17,O O,2.571584976591895
1075,132 27,O Si,1.6005432192561875
1076,132 66,O O,2.6986453233874528
1077,132 118,O O,2.635040869863117
1078,132 161,O O,2.627282707330138
1079,132 179,O O,2.549859807319715
1080,132 185,O Si,1.5985694399385348
1081,133 122,Si O,1.6222038526260434
1082,133 123,Si Si,2.9592843866344287
1083,133 124,Si O,1.5974775903028062
1084,133 125,Si Si,3.0041934447039256
1085,133 128,Si O,1.6399082261021134
1086,133 137,Si O,1.6246297163253085
1087,133 140,Si Si,3.0813871198695257
1088,133 167,Si Si,3.001957233404577
1089,134 19,O O,2.647471945491949
1090,134 25,O O,2.5159497226405176
1091,134 29,O Si,1.59085659594996
1092,134 44,O O,2.761047011274162
1093,134 120,O O,2.7368501349110037
1094,134 124,O O,2.5419820426905018
1095,134 125,O Si,1.6424806983141234
1096,134 148,O O,2.5982901952425377
1097,135 129,O O,2.5846606103286165
1098,135 138,O Si,1.5951653872644147
1099,135 141,O O,2.5693905487176543
1100,135 145,O O,2.5821776413117266
1101,135 157,O Si,1.5804218658815339
1102,135 182,O O,2.6357118505372297
1103,135 203,O O,2.5323437244873763
1104,135 207,O O,2.6744533290000407
1105,136 22,O O,2.648211710239583
1106,136 45,O O,2.5296713725676385
1107,136 113,O O,2.7018825311453702
1108,136 121,O Si,1.6180594665819237
1109,136 139,O O,2.645620241307032
1110,136 154,O Si,1.5987002413954199
1111,136 159,O O,2.4623626419395914
1112,136 189,O O,2.646024151356092
1113,137 122,O O,2.760477712965419
1114,137 124,O O,2.5666329980096143
1115,137 128,O O,2.621000162557999
1116,137 133,O Si,1.6246297163253085
1117,137 140,O Si,1.6255956859490672
1118,137 143,O O,2.7158546147872746
1119,137 149,O O,2.664168217698194
1120,137 152,O O,2.5822450709782045
1121,138 117,Si Si,3.119813865806164
1122,138 129,Si O,1.5966223841229183
1123,138 135,Si O,1.5951653872644147
1124,138 141,Si O,1.6161152122709295
1125,138 142,Si Si,3.045873117314856
1126,138 145,Si O,1.6202120732285057
1127,138 151,Si Si,3.1497304288944394
1128,138 157,Si Si,3.103271399851181
1129,139 45,O O,2.655854865082857
1130,139 136,O O,2.645620241307032
1131,139 141,O O,2.685402909467011
1132,139 142,O Si,1.6256921144391536
1133,139 143,O O,2.6238254415788984
1134,139 146,O O,2.7342886342054813
1135,139 154,O Si,1.6237444000820744
1136,139 189,O O,2.706805041609854
1137,140 133,Si Si,3.0813871198695257
1138,140 137,Si O,1.6255956859490672
1139,140 142,Si Si,3.0803690433162587
1140,140 143,Si O,1.5994053067232825
1141,140 149,Si O,1.600042539968093
1142,140 152,Si O,1.6114491270548807
1143,140 205,Si Si,2.958375786933411
1144,140 213,Si Si,2.9750230897616543
1145,141 129,O O,2.665783792113502
1146,141 135,O O,2.5693905487176543
1147,141 138,O Si,1.6161152122709295
1148,141 139,O O,2.685402909467011
1149,141 142,O Si,1.6186836766061168
1150,141 143,O O,2.7039094849024834
1151,141 145,O O,2.6739790278862934
1152,141 146,O O,2.531802486813417
1153,142 138,Si Si,3.045873117314856
1154,142 139,Si O,1.6256921144391536
1155,142 140,Si Si,3.0803690433162587
1156,142 141,Si O,1.6186836766061168
1157,142 143,Si O,1.6195655129374482
1158,142 146,Si O,1.6111042854094142
1159,142 147,Si Si,3.0539762786952105
1160,142 154,Si Si,3.190283685470097
1161,143 137,O O,2.7158546147872746
1162,143 139,O O,2.6238254415788984
1163,143 140,O Si,1.5994053067232825
1164,143 141,O O,2.7039094849024834
1165,143 142,O Si,1.6195655129374482
1166,143 146,O O,2.569811659358883
1167,143 149,O O,2.599489454781746
1168,143 152,O O,2.5954958208160126
1169,144 46,O O,2.7305582919507945
1170,144 50,O O,2.5057447122625987
1171,144 146,O O,2.7511261938816647
1172,144 147,O Si,1.6255992696974058
1173,144 148,O O,2.4932696184149674
1174,144 150,O O,2.698838847021677
1175,144 155,O O,2.61701727119717
1176,144 156,O Si,1.6138981051172017
1177,145 48,O O,2.65876985971328
1178,145 129,O O,2.6612921774927107
1179,145 135,O O,2.5821776413117266
1180,145 138,O Si,1.6202120732285057
1181,145 141,O O,2.6739790278862934
1182,145 151,O Si,1.6138199961793933
1183,145 153,O O,2.681802977647242
1184,145 155,O O,2.594747002551208
1185,146 139,O O,2.7342886342054813
1186,146 141,O O,2.531802486813417
1187,146 142,O Si,1.6111042854094142
1188,146 143,O O,2.569811659358883
1189,146 144,O O,2.7511261938816647
1190,146 147,O Si,1.620742709419741
1191,146 148,O O,2.628808153826302
1192,146 150,O O,2.4684591405015053
1193,147 125,Si Si,3.120415079592176
1194,147 142,Si Si,3.0539762786952105
1195,147 144,Si O,1.6255992696974058
1196,147 146,Si O,1.620742709419741
1197,147 148,Si O,1.5936369474794874
1198,147 150,Si O,1.620498178634236
1199,147 156,Si Si,3.0027413722100436
1200,147 209,Si Si,3.1060768883914447
1201,148 120,O O,2.5841815717033447
1202,148 124,O O,2.769935879682613
1203,148 125,O Si,1.6228140113473355
1204,148 134,O O,2.5982901952425377
1205,148 144,O O,2.4932696184149674
1206,148 146,O O,2.628808153826302
1207,148 147,O Si,1.5936369474794874
1208,148 150,O O,2.7664678811453336
1209,149 92,O O,2.6234530427464673
1210,149 137,O O,2.664168217698194
1211,149 140,O Si,1.600042539968093
1212,149 143,O O,2.599489454781746
1213,149 152,O O,2.5998463533653586
1214,149 199,O O,2.555729326893775
1215,149 204,O O,2.6545045579947053
1216,149 213,O Si,1.601248414739196
1217,150 144,O O,2.698838847021677
1218,150 146,O O,2.4684591405015053
1219,150 147,O Si,1.620498178634236
1220,150 148,O O,2.7664678811453336
1221,150 194,O O,2.6562350466879514
1222,150 197,O O,2.770542639109787
1223,150 208,O O,2.586263950092593
1224,150 209,O Si,1.6126537796876437
1225,151 48,Si O,1.6043521712098254
1226,151 52,Si Si,3.049476671003367
1227,151 138,Si Si,3.1497304288944394
1228,151 145,Si O,1.6138199961793933
1229,151 153,Si O,1.622780423463105
1230,151 155,Si O,1.587879016148726
1231,151 156,Si Si,3.154287729452241
1232,151 205,Si Si,3.035429629818683
1233,152 137,O O,2.5822450709782045
1234,152 140,O Si,1.6114491270548807
1235,152 143,O O,2.5954958208160126
1236,152 149,O O,2.5998463533653586
1237,152 153,O O,2.6429168337283993
1238,152 191,O O,2.635029789423402
1239,152 205,O Si,1.6115049189418928
1240,152 207,O O,2.5489346991485564
1241,153 48,O O,2.5977908198867166
1242,153 145,O O,2.681802977647242
1243,153 151,O Si,1.622780423463105
1244,153 152,O O,2.6429168337283993
1245,153 155,O O,2.634446658048035
1246,153 191,O O,2.6806801040585544
1247,153 205,O Si,1.6073513770830181
1248,153 207,O O,2.6152596460323747
1249,154 35,Si Si,3.1140155608178888
1250,154 45,Si O,1.621503650673602
1251,154 121,Si Si,3.030738879460222
1252,154 136,Si O,1.5987002413954199
1253,154 139,Si O,1.6237444000820744
1254,154 142,Si Si,3.190283685470097
1255,154 189,Si O,1.6438860810237432
1256,154 190,Si Si,3.1084529166008585
1257,155 46,O O,2.5670305413030454
1258,155 48,O O,2.5773776608822985
1259,155 50,O O,2.670058111146635
1260,155 144,O O,2.61701727119717
1261,155 145,O O,2.594747002551208
1262,155 151,O Si,1.587879016148726
1263,155 153,O O,2.634446658048035
1264,155 156,O Si,1.601047360276213
1265,156 28,Si Si,3.1854342392177557
1266,156 40,Si Si,3.0058305646736385
1267,156 46,Si O,1.6148931692863258
1268,156 50,Si O,1.6207418109876963
1269,156 144,Si O,1.6138981051172017
1270,156 147,Si Si,3.0027413722100436
1271,156 151,Si Si,3.154287729452241
1272,156 155,Si O,1.601047360276213
1273,157 135,Si O,1.5804218658815339
1274,157 138,Si Si,3.103271399851181
1275,157 176,Si Si,2.7577533886430716
1276,157 182,Si O,1.6055050217553213
1277,157 203,Si O,1.6028550660480954
1278,157 205,Si Si,2.8972756223311693
1279,157 206,Si Si,3.072135282134251
1280,157 207,Si O,1.6108194328876244
1281,158 112,O Si,1.88438849047927
1282,158 116,O O,2.5528761896425576
1283,158 120,O O,2.5413090010776926
1284,158 168,O O,2.6004414912567966
1285,158 174,O Si,1.58058670775135
1286,158 175,O O,2.6523813256634305
1287,158 180,O O,2.854043232083192
1288,159 22,O O,2.6467685753136303
1289,159 113,O O,2.571929054294245
1290,159 121,O Si,1.5751784643662838
1291,159 136,O O,2.4623626419395914
1292,159 160,O O,2.4844086043993676
1293,159 169,O Si,1.5746779288243526
1294,159 172,O O,2.528343225690959
1295,159 181,O O,2.648692278319008
1296,160 114,O O,2.7320649826867203
1297,160 115,O Si,1.641548500316426
1298,160 116,O O,2.7054587523379086
1299,160 131,O O,2.556281400425438
1300,160 159,O O,2.4844086043993676
1301,160 169,O Si,1.6185917506324659
1302,160 172,O O,2.6818724257451287
1303,160 181,O O,2.7801636828467284
1304,161 66,O O,2.585768862810715
1305,161 132,O O,2.627282707330138
1306,161 179,O O,2.615358250584918
1307,161 185,O Si,1.6048686697184245
1308,161 201,O O,2.5568160002297855
1309,161 203,O O,2.6234114570700187
1310,161 206,O Si,1.6024413322051867
1311,161 210,O O,2.642022655143545
1312,162 122,O O,2.6261944620808815
1313,162 123,O Si,1.616673103291936
1314,162 126,O O,2.5637455535987734
1315,162 128,O O,2.590713526069786
1316,162 164,O O,2.664161692735326
1317,162 167,O Si,1.6213134502159778
1318,162 178,O O,2.6122372216559735
1319,162 183,O O,2.6208860826792377
1320,163 9,Si Si,2.985612502903455
1321,163 23,Si O,1.626178660091305
1322,163 64,Si Si,3.1214777739678006
1323,163 78,Si O,1.6143989744304506
1324,163 115,Si Si,2.967207246377198
1325,163 131,Si O,1.5989431055614893
1326,163 174,Si Si,3.0899884460771108
1327,163 175,Si O,1.5958810740981937
1328,164 128,O O,2.663629900168727
1329,164 162,O O,2.664161692735326
1330,164 165,O O,2.568593313535848
1331,164 166,O Si,1.6048954774666142
1332,164 167,O Si,1.60874757635863
1333,164 171,O O,2.708952246422225
1334,164 178,O O,2.5523637671948105
1335,164 179,O O,2.640544723724933
1336,165 164,O O,2.568593313535848
1337,165 166,O Si,1.6006103949756063
1338,165 171,O O,2.488646186756631
1339,165 176,O Si,1.6065955703618728
1340,165 177,O O,2.6957326582061834
1341,165 179,O O,2.7179762181214184
1342,165 182,O O,2.507670073470204
1343,165 184,O O,2.6736058054007477
1344,166 164,Si O,1.6048954774666142
1345,166 165,Si O,1.6006103949756063
1346,166 167,Si Si,2.8854629378253986
1347,166 170,Si Si,3.030854866520791
1348,166 171,Si O,1.592169947282828
1349,166 176,Si Si,2.9080563845861964
1350,166 179,Si O,1.5983481081777553
1351,166 185,Si Si,3.0592590292782105
1352,167 123,Si Si,2.9388947694418635
1353,167 128,Si O,1.6335964707236696
1354,167 133,Si Si,3.001957233404577
1355,167 162,Si O,1.6213134502159778
1356,167 164,Si O,1.60874757635863
1357,167 166,Si Si,2.8854629378253986
1358,167 178,Si O,1.6133467342130428
1359,167 187,Si Si,3.0611984898508724
1360,168 158,O O,2.6004414912567966
1361,168 170,O Si,1.5862308567332781
1362,168 171,O O,2.521825722557812
1363,168 172,O O,2.555485978390151
1364,168 173,O O,2.766455787619064
1365,168 174,O Si,1.6301100395426698
1366,168 175,O O,2.663226818955697
1367,168 180,O O,2.4950925429322535
1368,169 115,Si Si,2.9653277517879397
1369,169 121,Si Si,3.0908289599540315
1370,169 159,Si O,1.5746779288243526
1371,169 160,Si O,1.6185917506324659
1372,169 170,Si Si,2.9609431278429033
1373,169 172,Si O,1.5950005250085408
1374,169 181,Si O,1.6086134758827202
1375,169 200,Si Si,3.159841776390308
1376,170 83,Si Si,3.0746012813109043
1377,170 166,Si Si,3.030854866520791
1378,170 168,Si O,1.5862308567332781
1379,170 169,Si Si,2.9609431278429033
1380,170 171,Si O,1.600688115659
1381,170 172,Si O,1.5858844311023874
1382,170 173,Si O,1.6097549996995908
1383,170 174,Si Si,2.9809579913996576
1384,171 164,O O,2.708952246422225
1385,171 165,O O,2.488646186756631
1386,171 166,O Si,1.592169947282828
1387,171 168,O O,2.521825722557812
1388,171 170,O Si,1.600688115659
1389,171 172,O O,2.6376402992300947
1390,171 173,O O,2.6076240848521346
1391,171 179,O O,2.5266635288440216
1392,172 159,O O,2.528343225690959
1393,172 160,O O,2.6818724257451287
1394,172 168,O O,2.555485978390151
1395,172 169,O Si,1.5950005250085408
1396,172 170,O Si,1.5858844311023874
1397,172 171,O O,2.6376402992300947
1398,172 173,O O,2.5304467570251425
1399,172 181,O O,2.5192954432724637
1400,173 57,O O,2.6263817415463464
1401,173 71,O O,2.747671398689678
1402,173 83,O Si,1.5949542887397965
1403,173 168,O O,2.766455787619064
1404,173 170,O Si,1.6097549996995908
1405,173 171,O O,2.6076240848521346
1406,173 172,O O,2.5304467570251425
1407,173 186,O O,2.541498732675419
1408,174 112,Si Si,3.159394755885009
1409,174 158,Si O,1.58058670775135
1410,174 163,Si Si,3.0899884460771108
1411,174 168,Si O,1.6301100395426698
1412,174 170,Si Si,2.9809579913996576
1413,174 175,Si O,1.6311530286805296
1414,174 180,Si O,1.6634091825282915
1415,174 187,Si Si,3.115948078007315
1416,175 23,O O,2.692992529615116
1417,175 78,O O,2.5791061465379386
1418,175 131,O O,2.654261850016329
1419,175 158,O O,2.6523813256634305
1420,175 163,O Si,1.5958810740981937
1421,175 168,O O,2.663226818955697
1422,175 174,O Si,1.6311530286805296
1423,175 180,O O,2.6139993441704097
1424,176 81,Si Si,3.0559469173842104
1425,176 157,Si Si,2.7577533886430716
1426,176 165,Si O,1.6065955703618728
1427,176 166,Si Si,2.9080563845861964
1428,176 177,Si O,1.5953099776150732
1429,176 182,Si O,1.6099386453068096
1430,176 184,Si O,1.6006376665764175
1431,176 200,Si Si,3.1769140169852124
1432,177 56,O O,2.6111516873979235
1433,177 58,O O,2.5598695068080506
1434,177 79,O O,2.7134078149406373
1435,177 81,O Si,1.6038636754827862
1436,177 165,O O,2.6957326582061834
1437,177 176,O Si,1.5953099776150732
1438,177 182,O O,2.6867926644093822
1439,177 184,O O,2.5416744758444043
1440,178 128,O O,2.7727556180525124
1441,178 162,O O,2.6122372216559735
1442,178 164,O O,2.5523637671948105
1443,178 167,O Si,1.6133467342130428
1444,178 180,O O,2.7705947269397964
1445,178 187,O Si,1.6278038092299973
1446,178 192,O O,2.6012295109686985
1447,178 214,O O,2.507697661491973
1448,179 66,O O,2.6598884592418055
1449,179 71,O O,2.958119574397042
1450,179 132,O O,2.549859807319715
1451,179 161,O O,2.615358250584918
1452,179 164,O O,2.640544723724933
1453,179 165,O O,2.7179762181214184
1454,179 166,O Si,1.5983481081777553
1455,179 171,O O,2.5266635288440216
1456,179 185,O Si,1.610803300124217
1457,180 158,O O,2.854043232083192
1458,180 168,O O,2.4950925429322535
1459,180 174,O Si,1.6634091825282915
1460,180 175,O O,2.6139993441704097
1461,180 178,O O,2.7705947269397964
1462,180 187,O Si,1.6074791007497047
1463,180 192,O O,2.721498567616939
1464,180 214,O O,2.570533539860434
1465,181 159,O O,2.648692278319008
1466,181 160,O O,2.7801636828467284
1467,181 169,O Si,1.6086134758827202
1468,181 172,O O,2.5192954432724637
1469,181 184,O O,2.586779714539811
1470,181 200,O Si,1.6010393756015455
1471,181 210,O O,2.767663379970551
1472,181 211,O O,2.5225474839810023
1473,182 130,O O,2.853390565152206
1474,182 135,O O,2.6357118505372297
1475,182 157,O Si,1.6055050217553213
1476,182 165,O O,2.507670073470204
1477,182 176,O Si,1.6099386453068096
1478,182 177,O O,2.6867926644093822
1479,182 184,O O,2.588928057513495
1480,182 203,O O,2.6651280482197044
1481,182 207,O O,2.5077046222980957
1482,183 82,O O,2.5819859804055607
1483,183 98,O O,2.7617439427793964
1484,183 122,O O,2.542818203854504
1485,183 123,O Si,1.6398734169090907
1486,183 126,O O,2.8526691107151465
1487,183 162,O O,2.6208860826792377
1488,183 192,O O,2.732347190819235
1489,183 215,O Si,1.6381140129189824
1490,184 165,O O,2.6736058054007477
1491,184 176,O Si,1.6006376665764175
1492,184 177,O O,2.5416744758444043
1493,184 181,O O,2.586779714539811
1494,184 182,O O,2.588928057513495
1495,184 200,O Si,1.593689685316099
1496,184 203,O O,2.8682407243859798
1497,184 210,O O,2.614774650975235
