,Index,Bond length 1,Bond length 2,Bond length 3,Dihedral angle,Bond name
716,203 157 207 205,1.6028550660480954,1.6108194328876244,1.600087634106681,-97.86054195114436,O Si O Si
717,157 207 205 152,1.6108194328876244,1.600087634106681,1.6115049189418928,32.700644857135934,Si O Si O
718,157 207 205 153,1.6108194328876244,1.600087634106681,1.6073513770830181,-85.72457325202656,Si O Si O
719,157 207 205 191,1.6108194328876244,1.600087634106681,1.6029412931511642,150.42595581564836,Si O Si O
720,23 163 175 174,1.626178660091305,1.5958810740981937,1.6311530286805296,141.30487967829862,O Si O Si
721,78 163 175 174,1.6143989744304506,1.5958810740981937,1.6311530286805296,-99.77379554741754,O Si O Si
722,131 163 175 174,1.5989431055614893,1.5958810740981937,1.6311530286805296,21.139812293706168,O Si O Si
723,163 175 174 158,1.5958810740981937,1.6311530286805296,1.58058670775135,-92.65312361061011,Si O Si O
724,163 175 174 168,1.5958810740981937,1.6311530286805296,1.6301100395426698,26.912994153130906,Si O Si O
725,163 175 174 180,1.5958810740981937,1.6311530286805296,1.6634091825282915,131.81786095823912,Si O Si O
726,165 166 164 167,1.6006103949756063,1.6048954774666142,1.60874757635863,68.86074929132809,O Si O Si
727,171 166 164 167,1.592169947282828,1.6048954774666142,1.60874757635863,-44.27164252006797,O Si O Si
728,179 166 164 167,1.5983481081777553,1.6048954774666142,1.60874757635863,-163.55164967842552,O Si O Si
729,166 164 167 128,1.6048954774666142,1.60874757635863,1.6335964707236696,-173.6606715527963,Si O Si O
730,166 164 167 162,1.6048954774666142,1.60874757635863,1.6213134502159778,-56.922920081913816,Si O Si O
731,166 164 167 178,1.6048954774666142,1.60874757635863,1.6133467342130428,59.14330540915313,Si O Si O
732,164 166 165 176,1.6048954774666142,1.6006103949756063,1.6065955703618728,-148.280126142976,O Si O Si
733,171 166 165 176,1.592169947282828,1.6006103949756063,1.6065955703618728,-26.21776579875755,O Si O Si
734,179 166 165 176,1.5983481081777553,1.6006103949756063,1.6065955703618728,87.33925336666276,O Si O Si
735,166 165 176 177,1.6006103949756063,1.6065955703618728,1.5953099776150732,81.36415044921684,Si O Si O
736,166 165 176 182,1.6006103949756063,1.6065955703618728,1.6099386453068096,-154.69720951020082,Si O Si O
737,166 165 176 184,1.6006103949756063,1.6065955703618728,1.6006376665764175,-39.38058147936183,Si O Si O
738,164 166 171 170,1.6048954774666142,1.592169947282828,1.600688115659,-62.076403606552624,O Si O Si
739,165 166 171 170,1.6006103949756063,1.592169947282828,1.600688115659,-177.54516102819582,O Si O Si
740,179 166 171 170,1.5983481081777553,1.592169947282828,1.600688115659,60.59833695912412,O Si O Si
741,166 171 170 168,1.592169947282828,1.600688115659,1.5862308567332781,130.2981935219144,Si O Si O
742,166 171 170 172,1.592169947282828,1.600688115659,1.5858844311023874,-113.88587895070597,Si O Si O
743,166 171 170 173,1.592169947282828,1.600688115659,1.6097549996995908,1.132859875021886,Si O Si O
744,164 166 179 185,1.6048954774666142,1.5983481081777553,1.610803300124217,-68.07069635315473,O Si O Si
745,165 166 179 185,1.6006103949756063,1.5983481081777553,1.610803300124217,53.95487739051824,O Si O Si
746,171 166 179 185,1.592169947282828,1.5983481081777553,1.610803300124217,166.19087390322056,O Si O Si
747,166 179 185 66,1.5983481081777553,1.610803300124217,1.6127337483017365,142.94044285352433,Si O Si O
748,166 179 185 132,1.5983481081777553,1.610803300124217,1.5985694399385348,18.610632487428283,Si O Si O
749,166 179 185 161,1.5983481081777553,1.610803300124217,1.6048686697184245,-99.48190466165191,Si O Si O
750,128 167 178 187,1.6335964707236696,1.6133467342130428,1.6278038092299973,49.37119070931831,O Si O Si
751,162 167 178 187,1.6213134502159778,1.6133467342130428,1.6278038092299973,-69.33170743744938,O Si O Si
752,164 167 178 187,1.60874757635863,1.6133467342130428,1.6278038092299973,172.26050520192302,O Si O Si
753,167 178 187 180,1.6133467342130428,1.6278038092299973,1.6074791007497047,158.42866898081567,Si O Si O
754,167 178 187 192,1.6133467342130428,1.6278038092299973,1.6246586903932845,28.21492973233869,Si O Si O
755,167 178 187 214,1.6133467342130428,1.6278038092299973,1.5998144698391097,-85.4143642934705,Si O Si O
756,159 169 172 170,1.5746779288243526,1.5950005250085408,1.5858844311023874,-169.45410390045586,O Si O Si
757,160 169 172 170,1.6185917506324659,1.5950005250085408,1.5858844311023874,-58.422991448851086,O Si O Si
758,181 169 172 170,1.6086134758827202,1.5950005250085408,1.5858844311023874,71.83135251118556,O Si O Si
759,169 172 170 168,1.5950005250085408,1.5858844311023874,1.5862308567332781,64.75690451946281,Si O Si O
760,169 172 170 171,1.5950005250085408,1.5858844311023874,1.600688115659,-49.38481953332852,Si O Si O
761,169 172 170 173,1.5950005250085408,1.5858844311023874,1.6097549996995908,-166.78577349718614,Si O Si O
762,159 169 181 200,1.5746779288243526,1.6086134758827202,1.6010393756015455,140.82712258841025,O Si O Si
763,160 169 181 200,1.6185917506324659,1.6086134758827202,1.6010393756015455,21.407439332033082,O Si O Si
764,172 169 181 200,1.5950005250085408,1.6086134758827202,1.6010393756015455,-105.25623797805854,O Si O Si
765,169 181 200 184,1.6086134758827202,1.6010393756015455,1.593689685316099,41.86251235088817,Si O Si O
766,169 181 200 210,1.6086134758827202,1.6010393756015455,1.6458041819516442,163.45768882998266,Si O Si O
767,169 181 200 211,1.6086134758827202,1.6010393756015455,1.6164526333643578,-76.1337497366221,Si O Si O
768,171 170 168 174,1.600688115659,1.5862308567332781,1.6301100395426698,-152.04916861881088,O Si O Si
769,172 170 168 174,1.5858844311023874,1.5862308567332781,1.6301100395426698,89.11635333077051,O Si O Si
770,173 170 168 174,1.6097549996995908,1.5862308567332781,1.6301100395426698,-29.992705243854,O Si O Si
771,170 168 174 158,1.5862308567332781,1.6301100395426698,1.58058670775135,-32.38605207957885,Si O Si O
772,170 168 174 175,1.5862308567332781,1.6301100395426698,1.6311530286805296,-153.8821406695052,Si O Si O
773,170 168 174 180,1.5862308567332781,1.6301100395426698,1.6634091825282915,96.80763867688263,Si O Si O
774,158 174 180 187,1.58058670775135,1.6634091825282915,1.6074791007497047,107.98323867648726,O Si O Si
775,168 174 180 187,1.6301100395426698,1.6634091825282915,1.6074791007497047,-10.353581409085479,O Si O Si
776,175 174 180 187,1.6311530286805296,1.6634091825282915,1.6074791007497047,-123.27282958160657,O Si O Si
777,174 180 187 178,1.6634091825282915,1.6074791007497047,1.6278038092299973,-1.0852115239653344,Si O Si O
778,174 180 187 192,1.6634091825282915,1.6074791007497047,1.6246586903932845,125.09779263408251,Si O Si O
779,174 180 187 214,1.6634091825282915,1.6074791007497047,1.5998144698391097,-114.73608798937366,Si O Si O
780,165 176 184 200,1.6065955703618728,1.6006376665764175,1.593689685316099,-13.554591209325883,O Si O Si
781,177 176 184 200,1.5953099776150732,1.6006376665764175,1.593689685316099,-139.47308627543927,O Si O Si
782,182 176 184 200,1.6099386453068096,1.6006376665764175,1.593689685316099,98.70713599178085,O Si O Si
