,Index,Bond length 1,Bond length 2,Length 3,Bond name,Bond Angle
576,73 77 26,1.6133013787458534,1.5884342784084373,2.614240406120551,O Si O,109.47089611644013
577,76 77 26,1.5972881326045496,1.5884342784084373,2.688905481861015,O Si O,115.14007007405979
578,101 77 26,1.6053650403692683,1.5884342784084373,2.571710648468427,O Si O,107.26180222287502
580,76 77 73,1.5972881326045496,1.6133013787458534,2.555560705324473,O Si O,105.49449518851755
581,101 77 73,1.6053650403692683,1.6133013787458534,2.6273326090464657,O Si O,109.42797326687223
584,101 77 76,1.6053650403692683,1.5972881326045496,2.623009537837989,O Si O,109.97165602194643
588,105 80 74,1.6307035342481844,1.6078829509846462,2.7793420951261987,O Si O,118.22756570721108
589,186 80 74,1.6135138021406057,1.6078829509846462,2.5606074611615375,O Si O,105.28675113161397
590,199 80 74,1.6054828478489107,1.6078829509846462,2.557116696050402,O Si O,105.4570422198765
592,186 80 105,1.6135138021406057,1.6307035342481844,2.6197572930142012,O Si O,107.70670427350599
593,199 80 105,1.6054828478489107,1.6307035342481844,2.554541118683579,O Si O,104.25022272840091
596,199 80 186,1.6054828478489107,1.6135138021406057,2.7367155222153032,O Si O,116.46153717594032
600,58 81 56,1.608750000707658,1.5912264097629487,2.668947823951626,O Si O,113.03344401931787
601,79 81 56,1.6111632027255,1.5912264097629487,2.5255155868490777,O Si O,104.11447853610211
602,177 81 56,1.6038636754827862,1.5912264097629487,2.6111516873979235,O Si O,109.61804345278354
604,79 81 58,1.6111632027255,1.608750000707658,2.629705258502908,O Si O,109.51171455380359
605,177 81 58,1.6038636754827862,1.608750000707658,2.5598695068080506,O Si O,105.6545828070804
608,177 81 79,1.6038636754827862,1.6111632027255,2.7134078149406373,O Si O,115.12474083437321
612,71 83 57,1.6218547343407006,1.5989787857456932,2.5387705146557695,O Si O,104.03930686996424
613,173 83 57,1.5949542887397965,1.5989787857456932,2.6263817415463464,O Si O,110.63200329354703
614,186 83 57,1.6226854093264402,1.5989787857456932,2.6192388594874196,O Si O,108.7795257820264
616,173 83 71,1.5949542887397965,1.6218547343407006,2.747671398689678,O Si O,117.33180159644402
617,186 83 71,1.6226854093264402,1.6218547343407006,2.6837605088281857,O Si O,111.61661165060106
620,186 83 173,1.6226854093264402,1.5949542887397965,2.541498732675419,O Si O,104.34235953787987
624,92 85 51,1.6164229692593004,1.626364306482665,2.5992072243155118,O Si O,106.55345220151162
625,106 85 51,1.6140321351709566,1.626364306482665,2.6598680295629302,O Si O,110.33866286334815
626,201 85 51,1.6304220406487597,1.626364306482665,2.8380679549760557,O Si O,121.25091006770141
628,106 85 92,1.6140321351709566,1.6164229692593004,2.7080885802086105,O Si O,113.92192740581572
629,201 85 92,1.6304220406487597,1.6164229692593004,2.605498044211725,O Si O,106.73258887658415
632,201 85 106,1.6304220406487597,1.6140321351709566,2.4520013347274547,O Si O,98.18090027750762
636,104 86 99,1.6051571745531577,1.5923040618247564,2.5744535419692296,O Si O,107.24987150114634
637,105 86 99,1.6107353912081765,1.5923040618247564,2.5302996999081353,O Si O,104.36362976359881
638,108 86 99,1.629266718517483,1.5923040618247564,2.6736755431202037,O Si O,112.1778536176208
640,105 86 104,1.6107353912081765,1.6051571745531577,2.6564445046304033,O Si O,111.38730911524243
641,108 86 104,1.629266718517483,1.6051571745531577,2.6018025969243235,O Si O,107.10425767616861
644,108 86 105,1.629266718517483,1.6107353912081765,2.723453594604872,O Si O,114.3998383977704
648,79 87 72,1.6199695398616896,1.6425804914619917,2.6865348930321136,O Si O,110.86068172235
649,94 87 72,1.6668726068791107,1.6425804914619917,2.81663980040234,O Si O,116.65876652889719
650,102 87 72,1.6061690311640946,1.6425804914619917,2.594663472826793,O Si O,106.0002466230569
652,94 87 79,1.6668726068791107,1.6199695398616896,2.6432940863222383,O Si O,107.05842363823382
653,102 87 79,1.6061690311640946,1.6199695398616896,2.5640755744961434,O Si O,105.2684635108705
656,102 87 94,1.6061690311640946,1.6668726068791107,2.68864638331915,O Si O,110.4471200645644
660,102 88 95,1.6028746442569706,1.63626247762701,2.6905068098650404,O Si O,112.32181427415482
661,103 88 95,1.6235058801975821,1.63626247762701,2.649601237552596,O Si O,108.74389961527744
662,107 88 95,1.5925456446899584,1.63626247762701,2.6739261653357858,O Si O,111.8105047778118
664,103 88 102,1.6235058801975821,1.6028746442569706,2.715153953173926,O Si O,114.60638274724843
665,107 88 102,1.5925456446899584,1.6028746442569706,2.4927439969163405,O Si O,102.5387911038704
668,107 88 103,1.5925456446899584,1.6235058801975821,2.57845410571693,O Si O,106.59021793131218
672,104 90 93,1.614743042422612,1.6179700202059797,2.6309549533455603,O Si O,108.9482777275733
673,106 90 93,1.5966998948457407,1.6179700202059797,2.7266091004349082,O Si O,116.02631449960238
674,107 90 93,1.5870533458954321,1.6179700202059797,2.622252821277376,O Si O,109.80022386208243
676,106 90 104,1.5966998948457407,1.614743042422612,2.5805271703642982,O Si O,106.93789800242351
677,107 90 104,1.5870533458954321,1.614743042422612,2.600221977095447,O Si O,108.60280123686832
680,107 90 106,1.5870533458954321,1.5966998948457407,2.547305231888167,O Si O,106.27796687690966
684,89 96 47,1.6403311224672308,1.6186316086376362,2.810785161515969,O Si O,119.19053700511041
685,101 96 47,1.5946995298337647,1.6186316086376362,2.5454834292881707,O Si O,104.77385110248204
686,103 96 47,1.6161520299654664,1.6186316086376362,2.625887577723121,O Si O,108.53765804455647
688,101 96 89,1.5946995298337647,1.6403311224672308,2.551596292947666,O Si O,104.12684676992943
689,103 96 89,1.6161520299654664,1.6403311224672308,2.625998186655898,O Si O,107.48726504066335
692,103 96 101,1.6161520299654664,1.5946995298337647,2.674270387543078,O Si O,112.79081481588165
696,97 100 95,1.6269157095687314,1.6360909604223606,2.5764220823425767,O Si O,104.29319490564792
697,98 100 95,1.6364735918302602,1.6360909604223606,2.8197339074866528,O Si O,118.99978289454643
698,188 100 95,1.6391739730860089,1.6360909604223606,2.5412716722828184,O Si O,101.77300651113917
700,98 100 97,1.6364735918302602,1.6269157095687314,2.680616218052393,O Si O,110.4542318281793
701,188 100 97,1.6391739730860089,1.6269157095687314,2.7864829822205213,O Si O,117.11265900135267
704,188 100 98,1.6391739730860089,1.6364735918302602,2.5910256477318714,O Si O,104.55743094459956
708,111 110 109,1.6485663611522168,1.5729654717571397,2.656844101807776,O Si O,111.0974704238066
709,113 110 109,1.6604748343231899,1.5729654717571397,2.6411076772700817,O Si O,109.50387183214929
710,118 110 109,1.6443111916911088,1.5729654717571397,2.7340856066729406,O Si O,116.36532914780906
712,113 110 111,1.6604748343231899,1.6485663611522168,2.737895189495496,O Si O,111.6643058070199
713,118 110 111,1.6443111916911088,1.6485663611522168,2.6398414316865506,O Si O,106.58201953569329
716,118 110 113,1.6443111916911088,1.6604748343231899,2.5549214749221987,O Si O,101.26458158036486
720,116 112 109,1.6783927731167623,1.8235989671672497,2.521748036652135,O Si O,92.0286852918431
721,120 112 109,1.6469833329144858,1.8235989671672497,2.4725018770093916,O Si O,90.71728725557305
722,158 112 109,1.88438849047927,1.8235989671672497,3.704002008552188,O Si O,174.68584215219124
724,120 112 116,1.6469833329144858,1.6783927731167623,2.7605372046293715,O Si O,112.22339689002976
725,158 112 116,1.88438849047927,1.6783927731167623,2.5528761896425576,O Si O,91.35206165685454
728,158 112 120,1.88438849047927,1.6469833329144858,2.5413090010776926,O Si O,91.79821972695066
732,116 115 114,1.5894971776026385,1.6286265629443768,2.6241647789619846,O Si O,109.25441271361386
733,131 115 114,1.6126816664612427,1.6286265629443768,2.6136553412547157,O Si O,107.48223250543957
734,160 115 114,1.641548500316426,1.6286265629443768,2.7320649826867203,O Si O,113.32468339797626
736,131 115 116,1.6126816664612427,1.5894971776026385,2.6095040173429513,O Si O,109.15580752352379
737,160 115 116,1.641548500316426,1.5894971776026385,2.7054587523379086,O Si O,113.7092393456956
740,160 115 131,1.641548500316426,1.6126816664612427,2.556281400425438,O Si O,103.53509690506522
744,114 117 111,1.616073134336774,1.6118385124800387,2.6412655864248995,O Si O,109.82157836366733
745,119 117 111,1.6580538592777003,1.6118385124800387,2.7030875778743533,O Si O,111.50641006095158
746,129 117 111,1.6251279476199696,1.6118385124800387,2.6465159391497726,O Si O,109.68813067210486
748,119 117 114,1.6580538592777003,1.616073134336774,2.731751487834335,O Si O,113.08916898682436
749,129 117 114,1.6251279476199696,1.616073134336774,2.5422036066032594,O Si O,103.31899842966229
752,129 117 119,1.6251279476199696,1.6580538592777003,2.6742810568246824,O Si O,109.07959121177478
756,113 121 22,1.6138551393017166,1.624037815328786,2.702667377128006,O Si O,113.16873193803312
757,136 121 22,1.6180594665819237,1.624037815328786,2.648211710239583,O Si O,109.53541098905546
758,159 121 22,1.5751784643662838,1.624037815328786,2.6467685753136303,O Si O,111.63930251182853
760,136 121 113,1.6180594665819237,1.6138551393017166,2.7018825311453702,O Si O,113.44027856981499
761,159 121 113,1.5751784643662838,1.6138551393017166,2.571929054294245,O Si O,107.50294343755878
764,159 121 136,1.5751784643662838,1.6180594665819237,2.4623626419395914,O Si O,100.90021489986562
768,126 123 122,1.638098523224906,1.6295087324269142,2.7410765854733308,O Si O,114.04035502114388
769,162 123 122,1.616673103291936,1.6295087324269142,2.6261944620808815,O Si O,107.99803932224278
770,183 123 122,1.6398734169090907,1.6295087324269142,2.542818203854504,O Si O,102.1127238474461
772,162 123 126,1.616673103291936,1.638098523224906,2.5637455535987734,O Si O,103.93806204701325
773,183 123 126,1.6398734169090907,1.638098523224906,2.8526691107151465,O Si O,120.97639435613243
776,183 123 162,1.6398734169090907,1.616673103291936,2.6208860826792377,O Si O,107.1807786804121
780,124 125 120,1.6310191360306452,1.5591542645192331,2.5661428249842695,O Si O,107.08124080218289
781,134 125 120,1.6424806983141234,1.5591542645192331,2.7368501349110037,O Si O,117.45810544664158
782,148 125 120,1.6228140113473355,1.5591542645192331,2.5841815717033447,O Si O,108.59324188298842
784,134 125 124,1.6424806983141234,1.6310191360306452,2.5419820426905018,O Si O,101.88796184575786
785,148 125 124,1.6228140113473355,1.6310191360306452,2.769935879682613,O Si O,116.70296110950407
788,148 125 134,1.6228140113473355,1.6424806983141234,2.5982901952425377,O Si O,105.44677871378418
792,119 127 7,1.6277105654167185,1.6385892430974696,2.6824894334460443,O Si O,110.4223020217038
793,126 127 7,1.6541505563532344,1.6385892430974696,2.6774633553460414,O Si O,108.80710240719263
794,130 127 7,1.6466811558661798,1.6385892430974696,2.5437738709177373,O Si O,101.48233205142066
796,126 127 119,1.6541505563532344,1.6277105654167185,2.7209716998254705,O Si O,112.00907710282243
797,130 127 119,1.6466811558661798,1.6277105654167185,2.7423538349207277,O Si O,113.75611631696526
800,130 127 126,1.6466811558661798,1.6541505563532344,2.7004708654361793,O Si O,109.79353510901223
804,124 133 122,1.5974775903028062,1.6222038526260434,2.5712948713851955,O Si O,105.99407887565017
805,128 133 122,1.6399082261021134,1.6222038526260434,2.579485948753523,O Si O,104.50833009302455
806,137 133 122,1.6246297163253085,1.6222038526260434,2.760477712965419,O Si O,116.46816672610375
808,128 133 124,1.6399082261021134,1.5974775903028062,2.7751994306075036,O Si O,118.00908254116835
809,137 133 124,1.6246297163253085,1.5974775903028062,2.5666329980096143,O Si O,105.60444918713749
812,137 133 128,1.6246297163253085,1.6399082261021134,2.621000162557999,O Si O,106.80919815792409
816,135 138 129,1.5951653872644147,1.5966223841229183,2.5846606103286165,O Si O,108.14977615957555
817,141 138 129,1.6161152122709295,1.5966223841229183,2.665783792113502,O Si O,112.14565622791623
818,145 138 129,1.6202120732285057,1.5966223841229183,2.6612921774927107,O Si O,111.64297379568664
820,141 138 135,1.6161152122709295,1.5951653872644147,2.5693905487176543,O Si O,106.28015061997827
821,145 138 135,1.6202120732285057,1.5951653872644147,2.5821776413117266,O Si O,106.84623507476797
824,145 138 141,1.6202120732285057,1.6161152122709295,2.6739790278862934,O Si O,111.42850494651536
828,143 140 137,1.5994053067232825,1.6255956859490672,2.7158546147872746,O Si O,114.7280218427798
829,149 140 137,1.600042539968093,1.6255956859490672,2.664168217698194,O Si O,111.36439179151544
830,152 140 137,1.6114491270548807,1.6255956859490672,2.5822450709782045,O Si O,105.82442043897883
832,149 140 143,1.600042539968093,1.5994053067232825,2.599489454781746,O Si O,108.67801877596658
833,152 140 143,1.6114491270548807,1.5994053067232825,2.5954958208160126,O Si O,107.8695798823453
836,152 140 149,1.6114491270548807,1.600042539968093,2.5998463533653586,O Si O,108.1024361854724
840,141 142 139,1.6186836766061168,1.6256921144391536,2.685402909467011,O Si O,111.72828449790575
841,143 142 139,1.6195655129374482,1.6256921144391536,2.6238254415788984,O Si O,107.90120081087294
842,146 142 139,1.6111042854094142,1.6256921144391536,2.7342886342054813,O Si O,115.28990591187433
844,143 142 141,1.6195655129374482,1.6186836766061168,2.7039094849024834,O Si O,113.22983507550094
845,146 142 141,1.6111042854094142,1.6186836766061168,2.531802486813417,O Si O,103.23624485156853
848,146 142 143,1.6111042854094142,1.6195655129374482,2.569811659358883,O Si O,105.39381882109295
852,146 147 144,1.620742709419741,1.6255992696974058,2.7511261938816647,O Si O,115.87161172802047
853,148 147 144,1.5936369474794874,1.6255992696974058,2.4932696184149674,O Si O,101.51320969536077
854,150 147 144,1.620498178634236,1.6255992696974058,2.698838847021677,O Si O,112.48767229530637
856,148 147 146,1.5936369474794874,1.620742709419741,2.628808153826302,O Si O,109.73294915860954
857,150 147 146,1.620498178634236,1.620742709419741,2.4684591405015053,O Si O,99.20709353491245
860,150 147 148,1.620498178634236,1.5936369474794874,2.7664678811453336,O Si O,118.7924992352841
864,145 151 48,1.6138199961793933,1.6043521712098254,2.65876985971328,O Si O,111.41503809041616
865,153 151 48,1.622780423463105,1.6043521712098254,2.5977908198867166,O Si O,107.2160860338733
866,155 151 48,1.587879016148726,1.6043521712098254,2.5773776608822985,O Si O,107.68242528403385
868,153 151 145,1.622780423463105,1.6138199961793933,2.681802977647242,O Si O,111.90729570678464
869,155 151 145,1.587879016148726,1.6138199961793933,2.594747002551208,O Si O,108.2728485048446
872,155 151 153,1.587879016148726,1.622780423463105,2.634446658048035,O Si O,110.27131758557428
876,136 154 45,1.5987002413954199,1.621503650673602,2.5296713725676385,O Si O,103.54319922821678
877,139 154 45,1.6237444000820744,1.621503650673602,2.655854865082857,O Si O,109.84642500026773
878,189 154 45,1.6438860810237432,1.621503650673602,2.6998628852808193,O Si O,111.54340073395905
880,139 154 136,1.6237444000820744,1.5987002413954199,2.645620241307032,O Si O,110.36721559678304
881,189 154 136,1.6438860810237432,1.5987002413954199,2.646024151356092,O Si O,109.36934407109345
884,189 154 139,1.6438860810237432,1.6237444000820744,2.706805041609854,O Si O,111.8617210984101
888,50 156 46,1.6207418109876963,1.6148931692863258,2.6990108306132576,O Si O,113.0551235398122
889,144 156 46,1.6138981051172017,1.6148931692863258,2.7305582919507945,O Si O,115.4919946084171
890,155 156 46,1.601047360276213,1.6148931692863258,2.5670305413030454,O Si O,105.92026489449819
892,144 156 50,1.6138981051172017,1.6207418109876963,2.5057447122625987,O Si O,101.54814399863035
893,155 156 50,1.601047360276213,1.6207418109876963,2.670058111146635,O Si O,111.93966772968399
896,155 156 144,1.601047360276213,1.6138981051172017,2.61701727119717,O Si O,108.9797246268087
900,182 157 135,1.6055050217553213,1.5804218658815339,2.6357118505372297,O Si O,111.64198547680685
901,203 157 135,1.6028550660480954,1.5804218658815339,2.5323437244873763,O Si O,105.40563514270363
902,207 157 135,1.6108194328876244,1.5804218658815339,2.6744533290000407,O Si O,113.8683715567215
904,203 157 182,1.6028550660480954,1.6055050217553213,2.6651280482197044,O Si O,112.3377621974931
905,207 157 182,1.6108194328876244,1.6055050217553213,2.5077046222980957,O Si O,102.46248993687607
908,207 157 203,1.6108194328876244,1.6028550660480954,2.6539314691196063,O Si O,111.34412515605146
912,78 163 23,1.6143989744304506,1.626178660091305,2.6218530026368816,O Si O,108.00971554506397
913,131 163 23,1.5989431055614893,1.626178660091305,2.57554419497447,O Si O,105.98791296631315
914,175 163 23,1.5958810740981937,1.626178660091305,2.692992529615116,O Si O,113.39481176003424
916,131 163 78,1.5989431055614893,1.6143989744304506,2.634089222168879,O Si O,110.11563959364894
917,175 163 78,1.5958810740981937,1.6143989744304506,2.5791061465379386,O Si O,106.90865026677768
920,175 163 131,1.5958810740981937,1.5989431055614893,2.654261850016329,O Si O,112.3620990797896
924,165 166 164,1.6006103949756063,1.6048954774666142,2.568593313535848,O Si O,106.51005204073361
925,171 166 164,1.592169947282828,1.6048954774666142,2.708952246422225,O Si O,115.84315457877004
926,179 166 164,1.5983481081777553,1.6048954774666142,2.640544723724933,O Si O,111.04202419779458
928,171 166 165,1.592169947282828,1.6006103949756063,2.488646186756631,O Si O,102.42209119922093
929,179 166 165,1.5983481081777553,1.6006103949756063,2.7179762181214184,O Si O,116.3459438331344
932,179 166 171,1.5983481081777553,1.592169947282828,2.5266635288440216,O Si O,104.73211340226943
936,162 167 128,1.6213134502159778,1.6335964707236696,2.590713526069786,O Si O,105.4876726068658
937,164 167 128,1.60874757635863,1.6335964707236696,2.663629900168727,O Si O,110.47087306032073
938,178 167 128,1.6133467342130428,1.6335964707236696,2.7727556180525124,O Si O,117.28842926948637
940,164 167 162,1.60874757635863,1.6213134502159778,2.664161692735326,O Si O,111.13630649151047
941,178 167 162,1.6133467342130428,1.6213134502159778,2.6122372216559735,O Si O,107.71948704139447
944,178 167 164,1.6133467342130428,1.60874757635863,2.5523637671948105,O Si O,104.77262457974415
948,160 169 159,1.6185917506324659,1.5746779288243526,2.4844086043993676,O Si O,102.14944785479746
949,172 169 159,1.5950005250085408,1.5746779288243526,2.528343225690959,O Si O,105.81372121275881
950,181 169 159,1.6086134758827202,1.5746779288243526,2.648692278319008,O Si O,112.61771256586916
952,172 169 160,1.5950005250085408,1.6185917506324659,2.6818724257451287,O Si O,113.13397482762724
953,181 169 160,1.6086134758827202,1.6185917506324659,2.7801636828467284,O Si O,118.96537358703841
956,181 169 172,1.6086134758827202,1.5950005250085408,2.5192954432724637,O Si O,103.69834099659876
960,171 170 168,1.600688115659,1.5862308567332781,2.521825722557812,O Si O,104.61440335722187
961,172 170 168,1.5858844311023874,1.5862308567332781,2.555485978390151,O Si O,107.33830361846287
962,173 170 168,1.6097549996995908,1.5862308567332781,2.766455787619064,O Si O,119.9015274633851
964,172 170 171,1.5858844311023874,1.600688115659,2.6376402992300947,O Si O,111.73286482737926
965,173 170 171,1.6097549996995908,1.600688115659,2.6076240848521346,O Si O,108.62879951147437
968,173 170 172,1.6097549996995908,1.5858844311023874,2.5304467570251425,O Si O,104.713809747642
972,168 174 158,1.6301100395426698,1.58058670775135,2.6004414912567966,O Si O,108.16842609409248
973,175 174 158,1.6311530286805296,1.58058670775135,2.6523813256634305,O Si O,111.33767914396509
974,180 174 158,1.6634091825282915,1.58058670775135,2.854043232083192,O Si O,123.21449444755605
976,175 174 168,1.6311530286805296,1.6301100395426698,2.663226818955697,O Si O,109.49657899256879
977,180 174 168,1.6634091825282915,1.6301100395426698,2.4950925429322535,O Si O,98.49696280841778
980,180 174 175,1.6634091825282915,1.6311530286805296,2.6139993441704097,O Si O,105.00992337915795
984,177 176 165,1.5953099776150732,1.6065955703618728,2.6957326582061834,O Si O,114.68535652386575
985,182 176 165,1.6099386453068096,1.6065955703618728,2.507670073470204,O Si O,102.45129609607585
986,184 176 165,1.6006376665764175,1.6065955703618728,2.6736058054007477,O Si O,112.94418458102346
988,182 176 177,1.6099386453068096,1.5953099776150732,2.6867926644093822,O Si O,113.91033051094742
989,184 176 177,1.6006376665764175,1.5953099776150732,2.5416744758444043,O Si O,105.36337227552325
992,184 176 182,1.6006376665764175,1.6099386453068096,2.588928057513495,O Si O,107.48613450382727
996,132 185 66,1.5985694399385348,1.6127337483017365,2.6986453233874528,O Si O,114.35523249669356
997,161 185 66,1.6048686697184245,1.6127337483017365,2.585768862810715,O Si O,106.95647422548363
998,179 185 66,1.610803300124217,1.6127337483017365,2.6598884592418055,O Si O,111.20656325742131
1000,161 185 132,1.6048686697184245,1.5985694399385348,2.627282707330138,O Si O,110.19840323707915
1001,179 185 132,1.610803300124217,1.5985694399385348,2.549859807319715,O Si O,105.21624747814438
1004,179 185 161,1.610803300124217,1.6048686697184245,2.615358250584918,O Si O,108.84228956010315
1008,180 187 178,1.6074791007497047,1.6278038092299973,2.7705947269397964,O Si O,117.82116319451788
1009,192 187 178,1.6246586903932845,1.6278038092299973,2.6012295109686985,O Si O,106.2166936853187
1010,214 187 178,1.5998144698391097,1.6278038092299973,2.507697661491973,O Si O,101.96081278459887
1012,192 187 180,1.6246586903932845,1.6074791007497047,2.721498567616939,O Si O,114.70533865765177
1013,214 187 180,1.5998144698391097,1.6074791007497047,2.570533539860434,O Si O,106.54021204786197
1016,214 187 192,1.5998144698391097,1.6246586903932845,2.6182621151472363,O Si O,108.58053977365866
1020,108 190 93,1.633493257250732,1.630565566447974,2.561412846002005,O Si O,103.39184165079885
1021,189 190 93,1.6301117317383966,1.630565566447974,2.751840602036944,O Si O,115.11869689460154
1022,195 190 93,1.6019554656741606,1.630565566447974,2.583675801919542,O Si O,106.11862698755232
1024,189 190 108,1.6301117317383966,1.633493257250732,2.732167536826546,O Si O,113.68332563476203
1025,195 190 108,1.6019554656741606,1.633493257250732,2.6561265422576295,O Si O,110.35528889417883
1028,195 190 189,1.6019554656741606,1.6301117317383966,2.6129439417648603,O Si O,107.88511712756392
1032,91 196 31,1.6028691290099746,1.6242056334078296,2.6919402957373517,O Si O,113.05809739371615
1033,94 196 31,1.646313038575786,1.6242056334078296,2.6997963405225507,O Si O,111.27559846980179
1034,197 196 31,1.6464199646346562,1.6242056334078296,2.5611808377744145,O Si O,103.08588814509437
1036,94 196 91,1.646313038575786,1.6028691290099746,2.475939644562725,O Si O,99.2763803383817
1037,197 196 91,1.6464199646346562,1.6028691290099746,2.502736530609547,O Si O,100.742593887366
1040,197 196 94,1.6464199646346562,1.646313038575786,2.9701035805615117,O Si O,128.84914153275707
1044,194 198 193,1.612841448701268,1.5990215567914214,2.7580911837084603,O Si O,118.34571360897708
1045,195 198 193,1.6027410772618147,1.5990215567914214,2.585138894490577,O Si O,107.68746512195621
1046,211 198 193,1.6088284923121958,1.5990215567914214,2.543373004816001,O Si O,104.90659739031307
1048,195 198 194,1.6027410772618147,1.612841448701268,2.5608364450234533,O Si O,105.57179921632219
1049,211 198 194,1.6088284923121958,1.612841448701268,2.6482524316477045,O Si O,110.573431489519
1052,211 198 195,1.6088284923121958,1.6027410772618147,2.6241121129717397,O Si O,109.58713067972883
1056,184 200 181,1.593689685316099,1.6010393756015455,2.586779714539811,O Si O,108.13350628418621
1057,210 200 181,1.6458041819516442,1.6010393756015455,2.767663379970551,O Si O,116.94430688781539
1058,211 200 181,1.6164526333643578,1.6010393756015455,2.5225474839810023,O Si O,103.25746495264423
1060,210 200 184,1.6458041819516442,1.593689685316099,2.614774650975235,O Si O,107.6269937350205
1061,211 200 184,1.6164526333643578,1.593689685316099,2.649942028418445,O Si O,111.27453680183629
1064,211 200 210,1.6164526333643578,1.6458041819516442,2.665617421643907,O Si O,109.58947057486887
1068,193 202 191,1.5928511255715236,1.629552363251521,2.7034920995673413,O Si O,114.05769875027848
1069,204 202 191,1.604934029043208,1.629552363251521,2.6172539159870434,O Si O,108.0276992838366
1070,214 202 191,1.584312530248264,1.629552363251521,2.625205145558187,O Si O,109.53088133136706
1072,204 202 193,1.604934029043208,1.5928511255715236,2.5833187136809426,O Si O,107.7714708537061
1073,214 202 193,1.584312530248264,1.5928511255715236,2.511313833078915,O Si O,104.45042187116358
1076,214 202 204,1.584312530248264,1.604934029043208,2.660850145061212,O Si O,113.08848030203936
1080,153 205 152,1.6073513770830181,1.6115049189418928,2.6429168337283993,O Si O,110.3846856565391
1081,191 205 152,1.6029412931511642,1.6115049189418928,2.635029789423402,O Si O,110.11848950675746
1082,207 205 152,1.600087634106681,1.6115049189418928,2.5489346991485564,O Si O,105.05848800660591
1084,191 205 153,1.6029412931511642,1.6073513770830181,2.6806801040585544,O Si O,113.23716634203569
1085,207 205 153,1.600087634106681,1.6073513770830181,2.6152596460323747,O Si O,109.24834078849311
1088,207 205 191,1.600087634106681,1.6029412931511642,2.5986324161488277,O Si O,108.4471682050892
1092,201 206 161,1.631802263244932,1.6024413322051867,2.5568160002297855,O Si O,104.46933734658187
1093,203 206 161,1.60373362757698,1.6024413322051867,2.6234114570700187,O Si O,109.81741932013863
1094,210 206 161,1.6409288934131754,1.6024413322051867,2.642022655143545,O Si O,109.08828609167432
1096,203 206 201,1.60373362757698,1.631802263244932,2.58970727073408,O Si O,106.33247836445894
1097,210 206 201,1.6409288934131754,1.631802263244932,2.847320411665144,O Si O,120.92017291433429
1100,210 206 203,1.6409288934131754,1.60373362757698,2.5905652561354904,O Si O,105.95105529805741
1104,194 209 150,1.609877350068207,1.6126537796876437,2.6562350466879514,O Si O,111.02902794124213
1105,197 209 150,1.6550289507025595,1.6126537796876437,2.770542639109787,O Si O,115.95365183358018
1106,208 209 150,1.6260380307348088,1.6126537796876437,2.586263950092593,O Si O,105.9833702206862
1108,197 209 194,1.6550289507025595,1.609877350068207,2.664015044628359,O Si O,109.35593888420941
1109,208 209 194,1.6260380307348088,1.609877350068207,2.5650356254766233,O Si O,104.87167638104118
1112,208 209 197,1.6260380307348088,1.6550289507025595,2.6712286736784736,O Si O,109.00048575913351
1116,91 212 89,1.6132264494305995,1.618705854117524,2.4177775599326154,O Si O,96.85031973512766
1117,188 212 89,1.6192888119822137,1.618705854117524,2.7349712524892635,O Si O,115.26884782295562
1118,208 212 89,1.5976644965105442,1.618705854117524,2.710390433213332,O Si O,114.8481464204075
1120,188 212 91,1.6192888119822137,1.6132264494305995,2.683148590505997,O Si O,112.20756907199674
1121,208 212 91,1.5976644965105442,1.6132264494305995,2.5733167790224347,O Si O,106.53348858352615
1124,208 212 188,1.5976644965105442,1.6192888119822137,2.637483185121151,O Si O,110.1417365700816
1128,149 213 92,1.601248414739196,1.621776855799016,2.6234530427464673,O Si O,108.970069079601
1129,199 213 92,1.6092172383486165,1.621776855799016,2.682936124369785,O Si O,112.27393877988071
1130,204 213 92,1.6045623794039172,1.621776855799016,2.6409188021510923,O Si O,109.8785934030164
1132,199 213 149,1.6092172383486165,1.601248414739196,2.555729326893775,O Si O,105.51106830000519
1133,204 213 149,1.6045623794039172,1.601248414739196,2.6545045579947053,O Si O,111.79357024044637
1136,204 213 199,1.6045623794039172,1.6092172383486165,2.606161507466319,O Si O,108.37438527288661
1140,98 215 82,1.645380262019113,1.5855747747869082,2.5920413024478917,O Si O,106.67684412208243
1141,183 215 82,1.6381140129189824,1.5855747747869082,2.5819859804055607,O Si O,106.42881789248327
1142,192 215 82,1.6169878420103256,1.5855747747869082,2.537090911699971,O Si O,104.78013886065722
1144,183 215 98,1.6381140129189824,1.645380262019113,2.7617439427793964,O Si O,114.51253973602864
1145,192 215 98,1.6169878420103256,1.645380262019113,2.6641330811251813,O Si O,109.49375083654206
1148,192 215 183,1.6169878420103256,1.6381140129189824,2.732347190819235,O Si O,114.15301946864146
