,Index,Name,Bond length 1,Bond length 2,Bond length 3,Dihedral Angles
558,112 158 174 168,Si O Si O,1.88438849047927,1.58058670775135,1.6301100395426698,50.20849627785141
559,112 158 174 175,Si O Si O,1.88438849047927,1.58058670775135,1.6311530286805296,-70.14352649195145
560,112 158 174 180,Si O Si O,1.88438849047927,1.58058670775135,1.6634091825282915,163.83335269779107
561,113 110 111 117,O Si O Si,1.6604748343231899,1.6485663611522168,1.6118385124800387,63.62429870282904
562,113 121 136 154,O Si O Si,1.6138551393017166,1.6180594665819237,1.5987002413954199,54.270957156042115
563,113 121 159 169,O Si O Si,1.6138551393017166,1.5751784643662838,1.5746779288243526,-167.98647575899778
564,114 115 131 163,O Si O Si,1.6286265629443768,1.6126816664612427,1.5989431055614893,-115.99192183105919
565,114 115 160 169,O Si O Si,1.6286265629443768,1.641548500316426,1.6185917506324659,106.59429371432284
566,114 117 119 127,O Si O Si,1.616073134336774,1.6580538592777003,1.6277105654167185,-90.70473521621624
567,114 117 129 138,O Si O Si,1.616073134336774,1.6251279476199696,1.5966223841229183,-137.65587772976684
568,115 114 117 119,Si O Si O,1.6286265629443768,1.616073134336774,1.6580538592777003,-99.47553864375185
569,115 114 117 129,Si O Si O,1.6286265629443768,1.616073134336774,1.6251279476199696,142.74344824933902
570,115 116 112 120,Si O Si O,1.5894971776026385,1.6783927731167623,1.6469833329144858,154.0277686470593
571,115 116 112 158,Si O Si O,1.5894971776026385,1.6783927731167623,1.88438849047927,-113.47618976619034
572,115 131 163 175,Si O Si O,1.6126816664612427,1.5989431055614893,1.5958810740981937,-34.46672864279738
573,115 160 169 159,Si O Si O,1.641548500316426,1.6185917506324659,1.5746779288243526,-57.57633567421452
574,115 160 169 172,Si O Si O,1.641548500316426,1.6185917506324659,1.5950005250085408,55.69629232043656
575,115 160 169 181,Si O Si O,1.641548500316426,1.6185917506324659,1.6086134758827202,177.75709657457162
576,116 112 120 125,O Si O Si,1.6783927731167623,1.6469833329144858,1.5591542645192331,104.97963995865986
577,116 112 158 174,O Si O Si,1.6783927731167623,1.88438849047927,1.58058670775135,28.486639914345215
578,116 115 114 117,O Si O Si,1.5894971776026385,1.6286265629443768,1.616073134336774,14.628674841741953
579,116 115 131 163,O Si O Si,1.5894971776026385,1.6126816664612427,1.5989431055614893,2.3938485343572875
