iter	Logloss
241	0.03972064082
242	0.03931933545
243	0.03888566357
244	0.03851893603
245	0.03811122702
246	0.03774964458
247	0.03738092293
248	0.03711340192
249	0.03676266493
250	0.03640156134
251	0.03603693257
252	0.03565079503
253	0.03528461866
254	0.03491536347
255	0.03456962022
256	0.03421585385
257	0.0339456916
258	0.03361206601
259	0.03330781626
260	0.03296382054
261	0.03263244972
262	0.03232488693
263	0.03201726953
264	0.03168063306
265	0.03143286382
266	0.03115589932
267	0.03094579579
268	0.03068552092
269	0.03037343024
270	0.03016065375
271	0.02991130248
272	0.02967335736
273	0.02940097497
274	0.02915066372
275	0.02890129057
276	0.02862013458
277	0.02837403842
278	0.02815562924
279	0.02791855269
280	0.0276459245
281	0.02741630973
282	0.02719957496
283	0.02694180396
284	0.02672874104
285	0.0264811946
286	0.02625521462
287	0.02605555851
288	0.02585053379
289	0.0256389365
290	0.02543344005
291	0.02520168104
292	0.02501230116
293	0.0248033662
294	0.02461942591
295	0.02444563503
296	0.02427097734
297	0.02405438696
298	0.02385999553
299	0.02364072114
300	0.02345650855
301	0.02328542131
302	0.02310453975
303	0.02292969
304	0.02276248847
305	0.02261796407
306	0.02244387975
307	0.0222868425
308	0.02212170441
309	0.0219815778
310	0.02181151288
311	0.02164866776
312	0.02150732039
313	0.02135256692
314	0.02121039993
315	0.02107155399
316	0.02090163951
317	0.02075872383
318	0.02063553967
319	0.0204781861
320	0.02033411899
321	0.02022275215
322	0.02005968068
323	0.01992263641
324	0.01978728488
325	0.01964929598
326	0.01950423889
327	0.019378164
328	0.01923731612
329	0.01910355223
330	0.01899548675
331	0.01889255991
332	0.01877096439
333	0.01864680664
334	0.01850837936
335	0.01839114899
336	0.01828110902
337	0.01814617811
338	0.01803500902
339	0.01791600739
340	0.01778836567
341	0.01766522102
342	0.01755324867
343	0.0174382087
344	0.01733735424
345	0.01723116773
346	0.01710465889
347	0.0169918904
348	0.01689836254
349	0.01679616863
350	0.0166936807
351	0.01659267739
352	0.01649270096
353	0.01638910722
354	0.01629824241
355	0.0162195324
356	0.01611682187
357	0.01601267455
358	0.01593553939
359	0.0158500131
360	0.01575637036
361	0.01566594411
362	0.01556905386
363	0.01547587487
364	0.01537507055
365	0.01530553469
366	0.01523661588
367	0.01515806079
368	0.01507034125
369	0.01499471509
370	0.01491242559
371	0.01482151433
372	0.01476053704
373	0.01467199048
374	0.01457639178
375	0.01449220734
376	0.01440861383
377	0.0143270811
378	0.01426562757
379	0.01418894694
380	0.01411183908
381	0.01403789457
382	0.01395708444
383	0.01388667348
384	0.01381061932
385	0.013731899
386	0.01365221097
387	0.01358956734
388	0.01351790653
389	0.01344686711
390	0.01338659968
391	0.01333426606
392	0.01328143364
393	0.01321994357
394	0.01314768506
395	0.01309642796
396	0.01302393796
397	0.01296630079
398	0.01290011704
399	0.01284040034
400	0.01278459216
401	0.01272482901
402	0.01266159649
403	0.01259156255
404	0.012535983
405	0.01248488869
406	0.01242573175
407	0.01236305906
408	0.01231000228
409	0.01225264323
410	0.01219703653
411	0.01213494205
412	0.01208129079
413	0.01201896921
414	0.01195991835
415	0.01192170384
416	0.01187982054
417	0.01182160662
418	0.01178403878
419	0.01172460307
420	0.0116734991
421	0.01163691081
422	0.01157980298
423	0.01153521394
424	0.01148488989
425	0.01143385693
426	0.01138357744
427	0.01134730453
428	0.0112995701
429	0.01124562476
430	0.01120009154
431	0.01115491356
432	0.01110250608
433	0.01105036831
434	0.01100880506
435	0.01097186176
436	0.01092976437
437	0.01088700218
438	0.01083995472
439	0.01079571474
440	0.01075830256
441	0.01071918936
442	0.01067801378
443	0.01064021118
444	0.01059931578
445	0.01055367362
446	0.01051619026
447	0.01047837241
448	0.01044050774
449	0.01040092698
450	0.01036282048
451	0.01031988493
452	0.01027877599
453	0.01024139698
454	0.0102152186
455	0.01018125942
456	0.01015555026
457	0.01011758362
458	0.01007781086
459	0.01003641459
460	0.0100005181
461	0.009964004987
462	0.009925134438
463	0.009893387435
464	0.009859692591
465	0.009823131493
466	0.009785296372
467	0.009752485121
468	0.00972322144
469	0.009700560215
470	0.009668454171
471	0.009636654531
472	0.009605354829
473	0.009575593831
474	0.009544421428
475	0.009513774678
476	0.009480016759
477	0.009448724004
478	0.009421855199
479	0.009401128666
480	0.009373992456
481	0.009347797499
482	0.009313978311
483	0.009281478533
484	0.00925957371
485	0.009229968343
486	0.009201153258
487	0.00917173191
488	0.009142903348
489	0.009116922745
490	0.009087080022
491	0.009063296108
492	0.009036703684
493	0.009010527933
494	0.008985766461
495	0.00895606498
496	0.008926371204
497	0.008907436011
498	0.00887853689
499	0.008852322265
500	0.00882851237
501	0.008806036786
502	0.008782221537
503	0.008757927287
504	0.008733912449
505	0.008710391802
506	0.008692281071
507	0.00866439928
508	0.00863650334
509	0.008612707382
510	0.00858873513
511	0.008572916715
512	0.008550651967
513	0.008533924014
514	0.008512246511
515	0.008487384351
516	0.008466883592
517	0.008446621042
518	0.008427618745
519	0.008405742817
520	0.008383253778
521	0.008358324557
522	0.008335673834
523	0.008314344813
524	0.008294330522
525	0.008273475833
526	0.008252532036
527	0.008231986068
528	0.008211101728
529	0.008195994693
530	0.008176039699
531	0.008154274722
532	0.008132555465
533	0.008117007775
534	0.008098908759
535	0.008077771392
536	0.008060437768
537	0.008039140855
538	0.00802023359
539	0.008001808719
540	0.00798180054
541	0.007961308845
542	0.007940456347
543	0.007924043404
544	0.00790669443
545	0.007889181601
546	0.007872822651
547	0.007855299952
548	0.007841082669
549	0.007823955903
550	0.007800311897
551	0.007782482231
552	0.007770982012
553	0.007754359229
554	0.007739946697
555	0.007725462865
556	0.007708037217
557	0.007693151485
558	0.00767607523
559	0.007657772628
560	0.007643827379
561	0.007630936962
562	0.007616900801
563	0.007601485178
564	0.007585796486
565	0.007570036471
566	0.00755819989
567	0.007546831439
568	0.007530349138
569	0.007512751087
570	0.007497499706
571	0.00748365923
572	0.007469433462
573	0.007451859323
574	0.007438841092
575	0.007421794967
576	0.007405385827
577	0.007391290448
578	0.007374886691
579	0.00735940966
580	0.00734504542
581	0.007332484729
582	0.007318670452
583	0.007305169473
584	0.007291046637
585	0.007276660733
586	0.007263451719
587	0.007249282386
588	0.007236683128
589	0.007223619601
590	0.007210556487
591	0.007197126271
592	0.007187272835
593	0.007175408841
594	0.007164072636
595	0.007152004957
596	0.007140469119
597	0.007129190214
598	0.007116020272
599	0.007102345182
600	0.007088206669
601	0.007076952127
602	0.0070649037
603	0.007053733999
604	0.007043695004
605	0.007032596106
606	0.007019207673
607	0.007006361685
608	0.006993294048
609	0.006981780986
610	0.006967719898
611	0.006956278605
612	0.006948299766
613	0.006936635918
614	0.006925964092
615	0.006914887003
616	0.006904752293
617	0.006891995909
618	0.006880135314
619	0.006869330616
620	0.006857704916
621	0.006847011329
622	0.006839794247
623	0.006832683482
624	0.006824840615
625	0.0068129745
626	0.006803337749
627	0.006790495366
628	0.006778836429
629	0.006768353971
630	0.006755737521
631	0.006746225076
632	0.006736576059
633	0.006726846581
634	0.006717849102
635	0.006709170606
636	0.006696304712
637	0.006685654382
638	0.006679417919
639	0.006669689802
640	0.006658164585
641	0.006649055427
642	0.006640755592
643	0.006631358153
644	0.006622134201
645	0.006615963329
646	0.006605014708
647	0.006595208918
648	0.006585999245
649	0.006577461487
650	0.006568719556
651	0.006558766038
652	0.006550137077
653	0.00654216272
654	0.006531127489
655	0.006524380361
656	0.006515390973
657	0.006506245307
658	0.006497579672
659	0.00648758678
660	0.00647951597
661	0.006471465897
662	0.006461521633
663	0.006452495431
664	0.006442191582
665	0.006433821005
666	0.006424931192
667	0.006415086151
668	0.006406928547
669	0.006399366034
670	0.006394195464
671	0.006385551276
672	0.00637935628
673	0.006369604424
674	0.006361483661
675	0.006356024005
676	0.006349226498
677	0.006339958862
678	0.006332050603
679	0.00632471052
680	0.006316463423
681	0.00630834882
682	0.006300324728
683	0.006291808401
684	0.006285221653
685	0.006278250866
686	0.00627262317
687	0.00626391402
688	0.006254749625
689	0.006248021768
690	0.00624348663
691	0.006236887093
692	0.006228155763
693	0.006224204536
694	0.006216904205
695	0.006210354859
696	0.006202722198
697	0.006195675534
698	0.00619122576
699	0.006184624859
700	0.006177338588
701	0.006169837847
702	0.006163813976
703	0.006157788091
704	0.006150601662
705	0.006144140137
706	0.006138068056
707	0.006130992089
708	0.006123816983
709	0.006119683328
710	0.006113197051
711	0.006105240899
712	0.006099189982
713	0.006093709417
714	0.006086730942
715	0.006079665984
716	0.006075245498
717	0.006070239633
718	0.006064964872
719	0.006059694688
720	0.00605579072
721	0.006049936902
722	0.006042443172
723	0.006037521529
724	0.006033342298
725	0.006026125732
726	0.006021056984
727	0.006014713774
728	0.006009767304
729	0.00600291655
730	0.005995940104
731	0.005990515045
732	0.005984967163
733	0.005979453186
734	0.005973948815
735	0.005967553942
736	0.005962539814
737	0.00595682521
738	0.005950229233
739	0.005945522545
740	0.005939908722
741	0.005933688245
742	0.005928132938
743	0.00592268988
744	0.005917098062
745	0.005911521988
746	0.005905493692
747	0.00589911786
748	0.005895412215
749	0.00589033361
750	0.005884421469
751	0.005880479853
752	0.005875350845
753	0.005870108897
754	0.00586527655
755	0.005861773644
756	0.005857197907
757	0.005852335559
758	0.005847822282
759	0.005842783398
760	0.005837036309
761	0.005833787965
762	0.005828147131
763	0.005822459555
764	0.0058176555
765	0.005812663829
766	0.005808295323
767	0.005802846158
768	0.005800029016
769	0.005795515442
770	0.005790453743
771	0.005785745013
772	0.005779966034
773	0.005776114208
774	0.005771466275
775	0.005767356217
776	0.005760873999
777	0.005756100698
778	0.0057514426
779	0.005748382009
780	0.005743475569
781	0.005739091453
782	0.005735294684
783	0.005730230519
784	0.005725571033
785	0.005720152112
786	0.005714591732
787	0.00571008166
788	0.005705127473
789	0.00569994588
790	0.005696491037
791	0.005692806126
792	0.005688908623
793	0.00568472048
794	0.005680350555
795	0.005675716682
796	0.005673199933
797	0.005670033787
798	0.005665286244
799	0.005660791517
800	0.005657208325
801	0.005652721978
802	0.005649001205
803	0.005644578142
804	0.005639681653
805	0.005635633559
806	0.0056304221
807	0.005626702955
808	0.005622798554
809	0.005618187466
810	0.005614570482
811	0.005609989897
812	0.005605683015
813	0.005601657686
814	0.005597547191
815	0.005592315163
816	0.005588473029
817	0.005583978471
818	0.005580515963
819	0.005576704501
820	0.00557281667
821	0.005568784311
822	0.005566036756
823	0.005562172734
824	0.005557595862
825	0.005553384101
826	0.005548613025
827	0.005543882608
828	0.005540130307
829	0.005535551414
830	0.00553226399
831	0.005528860778
832	0.005525929768
833	0.005520937759
834	0.005517592659
835	0.005515287341
836	0.005511489892
837	0.005507109174
838	0.005503629364
839	0.005500044885
840	0.005496727423
841	0.005491319957
842	0.005487109095
843	0.005483670241
844	0.005480022484
845	0.005476697588
846	0.005473462152
847	0.005470158922
848	0.005467905328
849	0.005463895123
850	0.005459348
851	0.00545551764
852	0.005453108878
853	0.005449026815
854	0.005446806487
855	0.005443115581
856	0.005439831311
857	0.005436647921
858	0.005433227427
859	0.005430147726
860	0.005426992868
861	0.005423555973
862	0.005421242844
863	0.005418760498
864	0.005415511377
865	0.005412133102
866	0.005408471613
867	0.005404858808
868	0.005401906513
869	0.005398437548
870	0.005396046907
871	0.005393299647
872	0.005390215998
873	0.005386181162
874	0.005382717033
875	0.005378987604
876	0.005375101905
877	0.005372635883
878	0.005370328787
879	0.005366722965
880	0.005363651462
881	0.005360263504
882	0.005357036888
883	0.00535433588
884	0.005351539714
885	0.005348825676
886	0.005345876319
887	0.005342902288
888	0.005339948019
889	0.005336878206
890	0.005333614028
891	0.005330267085
892	0.005327291504
893	0.005325031308
894	0.005322110806
895	0.00531802784
896	0.005314800974
897	0.005312249054
898	0.005308841256
899	0.005305987421
900	0.005302763014
901	0.005300465026
902	0.005297822778
903	0.005295033724
904	0.005292083652
905	0.005289534036
906	0.005285670982
907	0.005282078113
908	0.005279149883
909	0.005276458369
910	0.005273908409
911	0.005270486163
912	0.005267675759
913	0.005264654728
914	0.005261738413
915	0.005259398343
916	0.0052567095
917	0.005254866345
918	0.005251457296
919	0.005248517674
920	0.005245283371
921	0.005242773071
922	0.005240090135
923	0.00523775851
924	0.005234623139
925	0.005232358952
926	0.005229887033
927	0.005227169051
928	0.005224734191
929	0.005222192261
930	0.005218735963
931	0.005216235293
932	0.005213359185
933	0.005210101464
934	0.005207625547
935	0.005205313223
936	0.005202816899
937	0.005199603937
938	0.005196971376
939	0.005194009035
940	0.00519157544
941	0.00518875077
942	0.005186182545
943	0.005183248215
944	0.005181344723
945	0.005178633647
946	0.005176461983
947	0.005173144412
948	0.005170435136
949	0.005167770917
950	0.00516536735
951	0.005162510802
952	0.005160562274
953	0.005158938534
954	0.00515656748
955	0.005154122938
956	0.005151660077
957	0.00514902969
958	0.005146038277
959	0.005142975807
960	0.00514003192
961	0.005137124274
962	0.005134214486
963	0.005132000937
964	0.005129188226
965	0.005127120125
966	0.005124273824
967	0.0051213002
968	0.005118788204
969	0.005115249555
970	0.005112817375
971	0.005111426166
972	0.005110081004
973	0.005107780299
974	0.005105100956
975	0.005102843103
976	0.005100514853
977	0.005098437808
978	0.005095330461
979	0.005093011055
980	0.005091500695
981	0.005088348364
982	0.005086082674
983	0.005083495822
984	0.005080508998
985	0.005078767293
986	0.005076297794
987	0.005074809539
988	0.005072462946
989	0.005071169403
990	0.005069097499
991	0.005066053566
992	0.005064582969
993	0.005062270443
994	0.005060222929
995	0.005058007108
996	0.005056092588
997	0.00505293683
998	0.005051250304
999	0.005049357271
1000	0.005047323237
1001	0.005045301821
1002	0.005043130044
1003	0.005040668977
1004	0.005038293115
1005	0.005035869978
1006	0.005033587587
1007	0.005031550475
1008	0.005029092699
1009	0.005026678131
1010	0.005024506081
1011	0.005022984879
1012	0.005021069345
1013	0.005018646063
1014	0.0050162611
1015	0.005014553322
1016	0.005012397128
1017	0.005010523236
1018	0.005008521406
1019	0.005006541387
1020	0.005004471652
1021	0.005002111432
1022	0.005000241919
1023	0.004998595545
1024	0.004996654668
1025	0.004994297627
1026	0.004991915972
1027	0.004990040298
1028	0.004987731414
1029	0.004986091608
1030	0.004983849984
1031	0.004981935584
1032	0.00498018922
1033	0.004978191427
1034	0.004976609849
1035	0.004975166869
1036	0.004973136084
1037	0.004970367125
1038	0.004968599221
1039	0.004966593394
1040	0.004964443653
1041	0.004962135011
1042	0.004960712384
1043	0.00495929267
1044	0.004957586896
1045	0.004955882273
1046	0.004953970078
1047	0.004951781441
1048	0.004949433881
1049	0.004947625792
1050	0.004945591691
1051	0.004943573529
1052	0.004941848004
1053	0.00494016304
1054	0.00493806442
1055	0.00493634326
1056	0.004934483749
1057	0.004931823334
1058	0.004929898254
1059	0.004927786642
1060	0.004926280884
1061	0.004924119694
1062	0.004921854974
1063	0.004920156718
1064	0.004918244169
1065	0.004915955723
1066	0.004913827964
1067	0.004911856038
1068	0.004910533699
1069	0.004909113849
1070	0.004907623814
1071	0.00490540229
1072	0.0049029078
1073	0.004901330357
1074	0.00489934348
1075	0.004896603801
1076	0.004894602584
1077	0.00489329944
1078	0.004891401241
1079	0.004889980248
1080	0.004887891714
1081	0.004885800015
1082	0.004884236155
1083	0.004882993999
1084	0.004881385901
1085	0.004879546779
1086	0.004878379903
1087	0.004876348249
1088	0.00487426956
1089	0.004872275525
1090	0.004870116415
1091	0.004868473428
1092	0.004866765677
1093	0.004864678097
1094	0.004862681326
1095	0.004861123715
1096	0.004859158808
1097	0.004857213132
1098	0.00485549551
1099	0.004852849738
1100	0.004851283687
1101	0.004849534682
1102	0.00484720289
1103	0.004845925225
1104	0.00484395247
1105	0.004841685683
1106	0.004839504438
1107	0.00483784239
1108	0.004835764544
1109	0.00483406982
1110	0.00483253108
1111	0.004831181714
1112	0.004829964991
1113	0.004828564079
1114	0.004826679707
1115	0.004824730184
1116	0.004822671352
1117	0.004821208007
1118	0.004819034994
1119	0.004817436371
1120	0.004815433474
1121	0.004813015666
1122	0.00481107219
1123	0.004809197964
1124	0.00480790407
1125	0.004806771977
1126	0.004805126083
1127	0.004803029405
1128	0.004801708676
1129	0.004799947994
1130	0.004797957737
1131	0.004796125958
1132	0.00479431929
1133	0.004792925384
1134	0.004791265469
1135	0.004789015792
1136	0.004787075177
1137	0.004785388788
1138	0.004784153769
1139	0.004782234655
1140	0.004780645238
1141	0.004779236715
1142	0.004777417004
1143	0.004775571358
1144	0.004774146383
1145	0.004772584509
1146	0.004771422713
1147	0.004770105329
1148	0.004768528092
1149	0.00476711419
1150	0.004766027366
1151	0.004764401574
1152	0.004762838649
1153	0.004761548676
1154	0.004760193103
1155	0.004758737569
1156	0.00475770458
1157	0.004755403552
1158	0.004753829022
1159	0.004752369175
1160	0.004750066718
1161	0.004748497844
1162	0.004747213255
1163	0.004745930294
1164	0.004744328237
1165	0.004743033559
1166	0.004741803207
1167	0.004740084929
1168	0.004738415431
1169	0.004737316284
1170	0.004735579713
1171	0.004734598522
1172	0.004733502173
1173	0.00473184838
1174	0.004730598247
1175	0.004728591644
1176	0.004727439871
1177	0.004726426193
1178	0.004725136382
1179	0.004723150322
1180	0.004721804548
1181	0.004720780899
1182	0.004719559482
1183	0.004718396896
1184	0.004717244412
1185	0.004715865542
1186	0.004714246117
1187	0.004712491582
1188	0.004710919669
1189	0.004709239084
1190	0.004707932408
1191	0.004706398826
1192	0.004705385471
1193	0.004703911648
1194	0.004701848031
1195	0.004700574592
1196	0.004699303558
1197	0.004698276592
1198	0.004696662902
1199	0.004695113256
1200	0.004693435858
1201	0.004691841805
1202	0.00469048447
1203	0.004688930635
1204	0.004687582973
1205	0.004686077609
1206	0.004684912236
1207	0.00468318692
1208	0.004681580935
1209	0.004679924733
1210	0.004678048909
1211	0.00467576988
1212	0.004673484764
1213	0.004672600081
1214	0.004671069404
1215	0.004669746113
1216	0.004668385138
1217	0.004667236404
1218	0.004665865214
1219	0.004663644601
1220	0.004662054439
1221	0.004660525783
1222	0.004659047411
1223	0.004657558773
1224	0.004655853692
1225	0.004654803504
1226	0.004652775798
1227	0.004651195812
1228	0.004649921308
1229	0.00464856427
1230	0.004647227604
1231	0.004646065683
1232	0.004644542551
1233	0.004643361202
1234	0.00464190933
1235	0.004640878866
1236	0.004639323664
1237	0.004637140063
1238	0.004635592251
1239	0.004634040447
1240	0.004633106581
1241	0.004631250381
1242	0.00462994739
1243	0.004628789299
1244	0.004627389296
1245	0.004625929721
1246	0.004624143003
1247	0.004622581931
1248	0.004621236095
1249	0.00462006717
1250	0.004618860965
1251	0.004617430038
1252	0.004615434801
1253	0.004614105666
1254	0.004612718584
1255	0.00461165119
1256	0.004610158407
1257	0.004608987782
1258	0.004608225487
1259	0.004607049423
1260	0.004605610981
1261	0.004604657866
1262	0.004602770193
1263	0.004601820388
1264	0.00460078214
1265	0.004599563491
1266	0.004598038285
1267	0.004596740697
1268	0.004595444479
1269	0.004594406166
1270	0.004593295425
1271	0.004592130267
1272	0.004590475223
1273	0.004589306749
1274	0.004587231717
1275	0.004585968938
1276	0.004584695219
1277	0.00458336463
1278	0.004582459773
1279	0.0045806575
1280	0.004578669502
1281	0.004577588353
1282	0.004576666343
1283	0.004574939095
1284	0.004573615704
1285	0.00457234451
1286	0.00457052952
1287	0.004568657318
1288	0.004566862725
1289	0.004565790189
1290	0.004564603331
1291	0.004563410815
1292	0.004562673961
1293	0.004561403845
1294	0.004559939506
1295	0.004558911423
1296	0.004557496985
1297	0.004556199235
1298	0.004555487616
1299	0.004554398617
1300	0.004553017449
1301	0.004551122746
1302	0.004549228735
1303	0.004548315068
1304	0.004547217441
1305	0.004546257387
1306	0.004545167151
1307	0.004544187191
1308	0.004542781141
1309	0.004541048948
1310	0.004539440984
1311	0.004538180272
1312	0.004537125068
1313	0.004536258787
1314	0.004534361503
1315	0.004532837812
1316	0.004531769766
1317	0.004531037786
1318	0.004530122139
1319	0.004529057164
1320	0.004528206561
1321	0.004526579161
1322	0.004525562059
1323	0.004524554177
1324	0.004522848136
1325	0.00452174409
1326	0.004521129506
1327	0.004520251826
1328	0.004519173987
1329	0.00451788536
1330	0.004517136568
1331	0.004516142676
1332	0.00451498462
1333	0.004513752325
1334	0.004512857186
1335	0.004511911693
1336	0.004510718694
1337	0.004509353368
1338	0.004508137274
1339	0.004507360351
1340	0.004506314183
1341	0.004505076894
1342	0.004504097009
1343	0.004502850511
1344	0.004501741692
1345	0.004500327146
1346	0.004499134387
1347	0.004497896502
1348	0.004497040738
1349	0.004496007292
1350	0.004495327218
1351	0.004494514111
1352	0.00449344377
1353	0.004492393635
1354	0.004491164155
1355	0.004490100169
1356	0.004489031534
1357	0.004488286409
1358	0.004487143761
1359	0.004485543808
1360	0.004484200077
1361	0.004483231642
1362	0.004482534785
1363	0.004481115025
1364	0.004479766852
1365	0.00447873468
1366	0.004476975974
1367	0.004475703748
1368	0.004474633638
1369	0.004473992166
1370	0.004472636009
1371	0.00447155382
1372	0.004470786857
1373	0.004469722098
1374	0.00446802768
1375	0.004467138875
1376	0.004466338066
1377	0.004465079719
1378	0.004464127557
1379	0.004463035748
1380	0.004462324523
1381	0.004460740583
1382	0.004459337813
1383	0.004458315369
1384	0.004456774622
1385	0.004455473906
1386	0.004454773973
1387	0.004453870258
1388	0.004453165444
1389	0.004451765822
1390	0.004450685114
1391	0.004449389342
1392	0.004448370401
1393	0.004447213107
1394	0.004446524896
1395	0.00444488468
1396	0.004443605978
1397	0.004442525964
1398	0.004441737399
1399	0.004440847961
1400	0.004439993717
1401	0.004439107091
1402	0.004438257962
1403	0.004437519194
1404	0.004436160727
1405	0.004435174097
1406	0.004433964431
1407	0.004433155838
1408	0.004432277816
1409	0.00443087991
1410	0.004430119682
1411	0.004429172195
1412	0.00442832312
1413	0.004427496745
1414	0.004426355886
1415	0.004425172766
1416	0.00442417278
1417	0.004423376214
1418	0.004422334227
1419	0.004421247819
1420	0.00441966644
1421	0.00441882239
1422	0.004417835275
1423	0.004416376806
1424	0.004414955103
1425	0.004413799635
1426	0.004412567665
1427	0.004411878565
1428	0.004410798954
1429	0.004410089789
1430	0.004409308363
1431	0.004408619747
1432	0.00440763409
1433	0.004406330002
1434	0.004405563014
1435	0.004404015849
1436	0.004403108008
1437	0.00440159889
1438	0.004400842059
1439	0.004400068563
1440	0.004398965606
1441	0.004397639731
1442	0.004397025458
1443	0.004396338373
1444	0.00439527683
1445	0.004394147721
1446	0.004393156166
1447	0.004392327922
1448	0.004391263243
1449	0.004390264479
1450	0.004389233513
1451	0.004388420136
1452	0.004387678912
1453	0.004386856088
1454	0.004385968942
1455	0.00438505435
1456	0.004384277778
1457	0.004383440452
1458	0.004382622538
1459	0.004381704008
1460	0.004380671682
1461	0.00437960936
1462	0.00437866751
1463	0.004377622079
1464	0.004377040714
1465	0.004376170451
1466	0.004375394229
1467	0.004374340015
1468	0.004373392412
1469	0.004372487683
1470	0.004371671242
1471	0.004370653626
1472	0.004369803408
1473	0.004368917924
1474	0.004367934496
1475	0.004366681345
1476	0.004365340221
1477	0.0043644401
1478	0.004363682553
1479	0.004363152501
1480	0.004362325703
1481	0.004360973799
1482	0.004360055584
1483	0.004358782008
1484	0.004358032443
1485	0.004357257506
1486	0.00435647146
1487	0.004355578271
1488	0.004354888542
1489	0.004354180852
1490	0.004353331867
1491	0.004352726706
1492	0.004351893534
1493	0.004351271103
1494	0.00435032367
1495	0.004349406407
1496	0.004348710232
1497	0.004347695698
1498	0.004346906497
1499	0.004346009964
